time (unix)	dt (s)	p (Pa)
1616586376.177	1.606	1309.15
1616586381.166	1.607	1310.38
1616586386.171	1.607	1311.22
1616586391.184	1.614	1311.87
1616586396.166	1.606	1312.68
1616586401.179	1.614	1313.52
1616586406.177	1.606	1314.53
1616586411.174	1.614	1315.46
1616586416.171	1.607	1316.53
1616586421.178	1.606	1317.65
1616586426.167	1.607	1318.39
1616586431.173	1.607	1319.31
1616586436.163	1.606	1320.26
1616586441.169	1.606	1321.24
1616586446.182	1.615	1322.18
1616586451.172	1.614	1322.88
1616586456.177	1.614	1323.71
1616586461.174	1.606	1324.61
1616586466.164	1.607	1325.38
1616586471.169	1.606	1326.18
1616586476.190	1.607	1327.45
1616586481.163	1.606	1328.32
1616586486.177	1.615	1329.03
1616586491.175	1.607	1329.96
1616586496.173	1.615	1331.28
1616586501.170	1.607	1331.86
1616586506.200	1.615	1332.44
1616586511.165	1.606	1333.23
1616586516.177	1.615	1334.30
1616586521.175	1.606	1335.39
1616586526.172	1.615	1336.40
1616586531.170	1.606	1337.32
1616586536.177	1.606	1338.62
1616586541.174	1.615	1339.43
1616586546.173	1.606	1340.40
1616586551.178	1.606	1341.45
1616586556.168	1.607	1342.23
1616586561.181	1.615	1343.07
1616586566.163	1.606	1344.08
1616586571.175	1.614	1344.89
1616586576.182	1.615	1345.80
1616586581.171	1.615	1346.97
1616586586.169	1.607	1348.09
1616586591.174	1.606	1349.17
1616586596.163	1.607	1350.00
1616586601.168	1.607	1350.61
1616586606.182	1.615	1351.58
1616586611.172	1.615	1352.65
1616586616.178	1.614	1353.70
1616586621.174	1.607	1354.65
1616586626.165	1.607	1355.46
1616586631.170	1.606	1356.11
1616586636.176	1.607	1356.95
1616586641.166	1.606	1358.04
1616586646.172	1.607	1359.59
1616586651.185	1.615	1360.37
1616586656.174	1.615	1361.22
1616586661.181	1.614	1361.99
1616586666.171	1.614	1363.06
1616586671.177	1.615	1364.12
1616586676.174	1.606	1365.00
1616586681.163	1.606	1365.74
1616586686.169	1.607	1366.35
1616586691.198	1.614	1367.32
1616586696.165	1.606	1368.86
1616586701.178	1.614	1370.22
1616586706.184	1.615	1371.04
1616586711.172	1.615	1371.86
1616586716.171	1.606	1372.72
1616586721.176	1.606	1373.76
1616586726.166	1.607	1374.85
1616586731.172	1.606	1375.72
1616586736.185	1.615	1376.54
1616586741.166	1.607	1377.20
1616586746.180	1.615	1377.96
1616586751.170	1.615	1379.35
1616586756.176	1.614	1380.56
1616586761.174	1.607	1381.58
1616586766.172	1.615	1382.62
1616586771.170	1.606	1383.64
1616586776.176	1.607	1384.33
1616586781.165	1.606	1385.05
1616586786.171	1.607	1386.37
1616586791.183	1.615	1387.45
1616586796.165	1.607	1388.19
1616586801.179	1.615	1388.80
1616586806.177	1.607	1389.92
1616586811.175	1.614	1391.34
1616586816.173	1.606	1392.46
1616586821.178	1.606	1393.35
1616586826.168	1.607	1393.79
1616586831.174	1.606	1394.52
1616586836.164	1.607	1395.71
1616586841.169	1.606	1396.94
1616586846.201	1.614	1398.04
1616586851.166	1.607	1398.89
1616586856.174	1.607	1399.54
1616586861.163	1.607	1400.81
1616586866.171	1.606	1402.01
1616586871.184	1.615	1403.11
1616586876.174	1.615	1403.96
1616586881.180	1.614	1405.06
1616586886.186	1.615	1405.98
1616586891.176	1.615	1407.00
1616586896.172	1.606	1407.82
1616586901.177	1.607	1408.71
1616586906.167	1.607	1409.58
1616586911.175	1.606	1410.64
1616586916.165	1.606	1412.16
1616586921.171	1.606	1413.13
1616586926.177	1.607	1414.19
1616586931.166	1.607	1414.96
1616586936.180	1.615	1416.18
1616586941.162	1.607	1417.02
1616586946.176	1.614	1417.96
1616586951.182	1.615	1418.76
1616586956.173	1.614	1419.75
1616586961.178	1.615	1420.94
1616586966.177	1.606	1422.39
1616586971.167	1.606	1423.48
1616586976.172	1.607	1424.37
1616586981.178	1.606	1425.19
1616586986.169	1.607	1426.16
1616586991.173	1.607	1427.07
1616586996.163	1.607	1428.16
1616587001.177	1.614	1429.13
1616587006.183	1.615	1429.87
1616587011.173	1.614	1430.59
1616587016.178	1.614	1432.18
1616587021.175	1.607	1433.11
1616587026.173	1.615	1433.90
1616587031.172	1.606	1434.73
1616587036.178	1.607	1435.37
1616587041.169	1.607	1436.44
1616587046.174	1.607	1437.76
1616587051.164	1.606	1439.05
1616587056.170	1.606	1439.88
1616587061.192	1.607	1440.69
1616587066.165	1.607	1441.86
1616587071.179	1.614	1443.05
1616587076.177	1.607	1444.03
1616587081.175	1.615	1444.99
1616587086.181	1.615	1445.93
1616587091.171	1.615	1446.78
1616587096.177	1.615	1447.62
1616587101.174	1.606	1448.81
1616587106.164	1.606	1449.94
1616587111.170	1.607	1451.01
1616587116.200	1.615	1452.01
1616587121.165	1.606	1452.96
1616587126.178	1.615	1453.96
1616587131.184	1.615	1454.95
1616587136.174	1.614	1456.04
1616587141.171	1.606	1457.02
1616587146.176	1.606	1458.05
1616587151.166	1.606	1458.92
1616587156.173	1.607	1459.93
1616587161.179	1.606	1461.03
1616587166.170	1.606	1461.95
1616587171.176	1.607	1463.23
1616587176.165	1.607	1464.04
1616587181.179	1.615	1465.03
1616587186.184	1.614	1466.16
1616587191.174	1.615	1467.41
1616587196.172	1.607	1468.38
1616587201.177	1.606	1469.39
1616587206.168	1.607	1470.12
1616587211.173	1.607	1470.84
1616587216.163	1.607	1472.05
1616587221.170	1.606	1473.35
1616587226.201	1.614	1474.47
1616587231.166	1.607	1475.21
1616587236.172	1.607	1476.19
1616587241.186	1.615	1477.40
1616587246.170	1.607	1478.39
1616587251.191	1.607	1479.19
1616587256.165	1.607	1480.09
1616587261.180	1.615	1481.16
1616587266.185	1.615	1482.03
1616587271.175	1.615	1482.95
1616587276.181	1.615	1484.51
1616587281.170	1.615	1485.61
1616587286.176	1.614	1486.34
1616587291.174	1.607	1487.09
1616587296.173	1.615	1488.29
1616587301.170	1.606	1489.62
1616587306.175	1.606	1490.76
1616587311.166	1.607	1491.85
1616587316.171	1.607	1492.65
1616587321.185	1.614	1493.45
1616587326.174	1.615	1494.87
1616587331.180	1.615	1496.47
1616587336.170	1.614	1497.59
1616587341.176	1.615	1498.36
1616587346.175	1.607	1499.16
1616587351.173	1.615	1500.09
1616587356.170	1.606	1500.97
1616587361.200	1.615	1502.18
1616587366.166	1.607	1503.06
1616587371.172	1.606	1504.10
1616587376.184	1.615	1505.39
1616587381.173	1.614	1506.64
1616587386.179	1.615	1507.40
1616587391.178	1.607	1508.23
1616587396.167	1.607	1509.08
1616587401.173	1.606	1510.27
1616587406.178	1.607	1511.28
1616587411.168	1.607	1512.32
1616587416.174	1.607	1513.25
1616587421.164	1.606	1514.13
1616587426.178	1.614	1515.11
1616587431.183	1.614	1516.09
1616587436.166	1.607	1517.28
1616587441.180	1.614	1518.43
1616587446.178	1.607	1519.41
1616587451.176	1.614	1520.44
1616587456.174	1.606	1521.65
1616587461.172	1.614	1522.42
1616587466.170	1.607	1523.17
1616587471.177	1.606	1524.16
1616587476.166	1.606	1525.17
1616587481.172	1.607	1526.70
1616587486.178	1.607	1527.99
1616587491.168	1.606	1528.76
1616587496.174	1.606	1530.01
1616587501.164	1.607	1530.90
1616587506.171	1.606	1532.03
1616587511.185	1.615	1533.17
1616587516.169	1.607	1534.15
1616587521.182	1.614	1534.84
1616587526.164	1.607	1535.93
1616587531.177	1.615	1537.23
1616587536.182	1.615	1538.19
1616587541.172	1.615	1539.28
1616587546.169	1.606	1539.94
1616587551.175	1.606	1540.86
1616587556.164	1.607	1541.85
1616587561.170	1.606	1542.83
1616587566.185	1.614	1544.20
1616587571.167	1.607	1545.22
1616587576.181	1.615	1546.52
1616587581.163	1.606	1547.78
1616587586.175	1.615	1548.45
1616587591.173	1.607	1549.64
1616587596.171	1.615	1550.81
1616587601.168	1.607	1552.05
1616587606.175	1.607	1552.82
1616587611.165	1.607	1553.70
1616587616.170	1.606	1554.78
1616587621.177	1.607	1555.85
1616587626.168	1.606	1556.87
1616587631.173	1.607	1558.13
1616587636.164	1.607	1558.92
1616587641.170	1.607	1559.86
1616587646.184	1.615	1561.17
1616587651.173	1.615	1562.43
1616587656.179	1.615	1563.37
1616587661.186	1.615	1563.96
1616587666.176	1.615	1564.80
1616587671.182	1.614	1565.81
1616587676.172	1.615	1567.21
1616587681.170	1.607	1568.73
1616587686.199	1.615	1569.67
1616587691.165	1.607	1570.61
1616587696.171	1.606	1571.61
1616587701.177	1.607	1572.90
1616587706.167	1.607	1573.74
1616587711.181	1.615	1574.87
1616587716.186	1.614	1575.69
1616587721.176	1.614	1576.46
1616587726.172	1.607	1577.70
1616587731.179	1.607	1579.30
1616587736.169	1.607	1580.46
1616587741.199	1.615	1581.49
1616587746.165	1.606	1582.15
1616587751.171	1.607	1583.09
1616587756.176	1.607	1584.29
1616587761.165	1.607	1585.31
1616587766.179	1.615	1586.17
1616587771.177	1.607	1587.30
1616587776.173	1.614	1588.57
1616587781.172	1.606	1589.62
1616587786.178	1.607	1590.51
1616587791.168	1.606	1591.55
1616587796.175	1.606	1592.78
1616587801.164	1.607	1593.64
1616587806.172	1.607	1594.57
1616587811.178	1.606	1595.37
1616587816.168	1.606	1596.25
1616587821.174	1.607	1597.45
1616587826.163	1.607	1598.71
1616587831.170	1.607	1599.70
1616587836.200	1.614	1601.18
1616587841.166	1.607	1601.88
1616587846.180	1.615	1602.21
1616587851.185	1.615	1603.57
1616587856.176	1.614	1604.94
1616587861.181	1.615	1606.03
1616587866.171	1.615	1607.01
1616587871.169	1.606	1608.07
1616587876.175	1.606	1609.59
1616587881.164	1.606	1610.74
1616587886.170	1.607	1611.57
1616587891.191	1.607	1612.52
1616587896.164	1.607	1613.51
1616587901.180	1.615	1614.67
1616587906.185	1.615	1615.79
1616587911.175	1.615	1616.91
1616587916.172	1.607	1617.90
1616587921.178	1.606	1618.90
1616587926.168	1.606	1619.88
1616587931.174	1.607	1620.94
1616587936.163	1.606	1622.01
1616587941.168	1.607	1623.28
1616587946.181	1.615	1624.23
1616587951.171	1.615	1625.43
1616587956.177	1.615	1626.39
1616587961.184	1.615	1627.33
1616587966.174	1.615	1628.33
1616587971.181	1.615	1629.45
1616587976.171	1.614	1630.39
1616587981.167	1.607	1631.71
1616587986.174	1.606	1632.65
1616587991.163	1.606	1633.50
1616587996.169	1.607	1634.28
1616588001.176	1.607	1635.48
1616588006.166	1.606	1636.82
1616588011.172	1.606	1637.96
1616588016.186	1.615	1638.66
1616588021.168	1.607	1639.38
1616588026.182	1.614	1640.51
1616588031.164	1.606	1642.08
1616588036.179	1.614	1643.26
1616588041.185	1.615	1644.42
1616588046.174	1.614	1645.42
1616588051.181	1.615	1646.14
1616588056.170	1.614	1647.19
1616588061.177	1.614	1648.20
1616588066.174	1.607	1649.34
1616588071.173	1.614	1650.41
1616588076.170	1.606	1651.70
1616588081.182	1.614	1652.68
1616588086.164	1.607	1653.80
1616588091.171	1.606	1654.93
1616588096.185	1.614	1656.14
1616588101.175	1.614	1657.02
1616588106.180	1.615	1658.03
1616588111.178	1.607	1659.34
1616588116.176	1.614	1660.13
1616588121.173	1.606	1661.29
1616588126.179	1.607	1662.66
1616588131.168	1.607	1663.73
1616588136.174	1.607	1664.46
1616588141.164	1.606	1665.24
1616588146.177	1.615	1666.30
1616588151.184	1.615	1667.48
1616588156.174	1.614	1668.59
1616588161.180	1.614	1669.39
1616588166.177	1.607	1670.34
1616588171.175	1.615	1671.48
1616588176.173	1.606	1673.12
1616588181.178	1.606	1673.89
1616588186.168	1.606	1674.60
1616588191.181	1.615	1675.74
1616588196.164	1.606	1677.18
1616588201.176	1.614	1678.47
1616588206.182	1.614	1679.51
1616588211.172	1.614	1680.16
1616588216.179	1.614	1681.11
1616588221.186	1.614	1682.46
1616588226.167	1.607	1683.59
1616588231.173	1.606	1684.58
1616588236.179	1.607	1685.60
1616588241.168	1.607	1686.58
1616588246.174	1.606	1687.64
1616588251.163	1.607	1688.64
1616588256.177	1.615	1689.46
1616588261.182	1.615	1690.45
1616588266.171	1.615	1691.88
1616588271.169	1.607	1693.12
1616588276.199	1.614	1693.94
1616588281.164	1.606	1694.95
1616588286.171	1.607	1696.01
1616588291.176	1.606	1697.12
1616588296.166	1.606	1697.94
1616588301.180	1.614	1699.06
1616588306.185	1.614	1700.16
1616588311.176	1.615	1701.28
1616588316.182	1.615	1701.96
1616588321.165	1.607	1702.63
1616588326.180	1.615	1704.39
1616588331.177	1.607	1705.44
1616588336.175	1.615	1706.48
1616588341.173	1.606	1707.46
1616588346.178	1.606	1708.32
1616588351.168	1.607	1709.55
1616588356.174	1.607	1710.79
1616588361.164	1.606	1712.05
1616588366.170	1.606	1713.00
1616588371.183	1.615	1714.21
1616588376.165	1.606	1715.15
1616588381.179	1.615	1716.54
1616588386.185	1.614	1717.69
1616588391.175	1.615	1718.77
1616588396.181	1.614	1719.62
1616588401.171	1.614	1720.46
1616588406.177	1.615	1721.40
1616588411.198	1.614	1722.79
1616588416.173	1.614	1724.24
1616588421.170	1.607	1725.60
1616588426.200	1.615	1726.63
1616588431.166	1.607	1727.25
1616588436.180	1.614	1728.25
1616588441.162	1.607	1729.28
1616588446.176	1.615	1730.25
1616588451.181	1.614	1731.29
1616588456.171	1.614	1732.32
1616588461.177	1.614	1733.58
1616588466.174	1.607	1734.95
1616588471.163	1.607	1735.70
1616588476.170	1.607	1736.74
1616588481.200	1.614	1737.82
1616588486.165	1.607	1738.67
1616588491.172	1.607	1739.83
1616588496.186	1.615	1740.89
1616588501.168	1.606	1741.94
1616588506.183	1.615	1743.24
1616588511.165	1.607	1744.35
1616588516.180	1.614	1745.02
1616588521.185	1.615	1746.18
1616588526.174	1.615	1747.38
1616588531.181	1.615	1748.40
1616588536.172	1.615	1749.33
1616588541.178	1.614	1750.38
1616588546.176	1.607	1751.25
1616588551.174	1.615	1752.31
1616588556.172	1.607	1753.46
1616588561.178	1.606	1754.84
1616588566.168	1.607	1756.18
1616588571.173	1.607	1757.22
1616588576.187	1.615	1757.71
1616588581.168	1.607	1758.87
1616588586.183	1.614	1760.19
1616588591.165	1.607	1761.18
1616588596.180	1.614	1762.01
1616588601.177	1.607	1763.40
1616588606.175	1.615	1764.08
1616588611.181	1.615	1764.68
1616588616.172	1.615	1766.14
1616588621.178	1.615	1767.84
1616588626.185	1.615	1769.10
1616588631.166	1.607	1770.17
1616588636.172	1.607	1771.15
1616588641.179	1.607	1772.02
1616588646.168	1.606	1772.95
1616588651.173	1.607	1774.01
1616588656.163	1.606	1774.84
1616588661.170	1.607	1775.96
1616588666.200	1.614	1777.55
1616588671.167	1.607	1778.53
1616588676.172	1.607	1779.80
1616588681.186	1.614	1780.77
1616588686.169	1.606	1781.26
1616588691.182	1.615	1782.28
1616588696.165	1.606	1783.36
1616588701.179	1.615	1784.94
1616588706.176	1.606	1786.03
1616588711.174	1.615	1786.62
1616588716.172	1.607	1788.06
1616588721.178	1.606	1789.26
1616588726.168	1.606	1790.38
1616588731.174	1.606	1791.64
1616588736.164	1.607	1792.38
1616588741.170	1.607	1792.93
1616588746.184	1.614	1794.00
1616588751.166	1.607	1795.02
1616588756.180	1.614	1796.30
1616588761.186	1.614	1798.15
1616588766.176	1.615	1799.15
1616588771.181	1.615	1799.44
1616588776.171	1.615	1800.09
1616588781.169	1.607	1801.69
1616588786.176	1.607	1802.97
1616588791.175	1.614	1804.08
1616588796.173	1.607	1805.08
1616588801.179	1.606	1806.03
1616588806.178	1.614	1806.95
1616588811.176	1.607	1808.37
1616588816.166	1.608	1809.31
1616588821.171	1.607	1810.47
1616588826.178	1.606	1811.58
1616588831.167	1.606	1812.67
1616588836.172	1.607	1813.77
1616588841.186	1.614	1814.56
1616588846.176	1.614	1815.28
1616588851.182	1.614	1816.48
1616588856.172	1.614	1817.54
1616588861.178	1.615	1818.81
1616588866.176	1.607	1819.72
1616588871.173	1.615	1820.96
1616588876.171	1.607	1822.18
1616588881.178	1.606	1823.24
1616588886.167	1.606	1824.20
1616588891.173	1.606	1825.72
1616588896.187	1.615	1826.78
1616588901.168	1.606	1827.60
1616588906.181	1.614	1828.53
1616588911.171	1.615	1830.05
1616588916.177	1.614	1830.91
1616588921.191	1.607	1831.88
1616588926.174	1.614	1832.62
1616588931.171	1.607	1833.56
1616588936.176	1.607	1834.69
1616588941.166	1.607	1835.94
1616588946.172	1.607	1836.98
1616588951.186	1.614	1837.85
1616588956.175	1.614	1839.02
1616588961.180	1.614	1840.39
1616588966.171	1.615	1841.58
1616588971.177	1.615	1842.31
1616588976.190	1.606	1843.13
1616588981.172	1.615	1844.35
1616588986.170	1.606	1845.59
1616588991.178	1.606	1846.39
1616588996.167	1.606	1847.28
1616589001.173	1.606	1848.33
1616589006.163	1.607	1849.53
1616589011.169	1.606	1850.93
1616589016.182	1.615	1852.02
1616589021.164	1.606	1853.15
1616589026.177	1.615	1853.98
1616589031.184	1.614	1854.81
1616589036.175	1.615	1855.95
1616589041.181	1.615	1857.26
1616589046.178	1.606	1858.16
1616589051.176	1.614	1859.05
1616589056.173	1.606	1859.99
1616589061.179	1.606	1861.43
1616589066.169	1.607	1862.68
1616589071.200	1.614	1863.70
1616589076.166	1.607	1864.44
1616589081.172	1.606	1865.38
1616589086.185	1.614	1866.27
1616589091.168	1.606	1867.58
1616589096.181	1.615	1868.64
1616589101.164	1.607	1869.78
1616589106.178	1.614	1871.12
1616589111.183	1.615	1871.83
1616589116.173	1.614	1872.55
1616589121.170	1.607	1873.69
1616589126.176	1.607	1874.93
1616589131.166	1.606	1876.09
1616589136.172	1.606	1877.29
1616589141.178	1.607	1878.32
1616589146.168	1.607	1879.09
1616589151.182	1.615	1880.16
1616589156.171	1.615	1881.72
1616589161.176	1.614	1882.87
1616589166.175	1.606	1883.76
1616589171.172	1.614	1884.61
1616589176.170	1.607	1885.83
1616589181.177	1.606	1887.22
1616589186.167	1.607	1888.43
1616589191.173	1.607	1889.23
1616589196.179	1.606	1890.11
1616589201.169	1.607	1890.97
1616589206.175	1.606	1892.60
1616589211.165	1.607	1893.56
1616589216.178	1.615	1894.67
1616589221.184	1.614	1895.71
1616589226.173	1.615	1896.60
1616589231.180	1.614	1897.83
1616589236.177	1.606	1899.04
1616589241.176	1.614	1900.13
1616589246.174	1.606	1900.86
1616589251.171	1.615	1901.86
1616589256.169	1.606	1903.07
1616589261.174	1.606	1904.19
1616589266.164	1.606	1905.40
1616589271.170	1.607	1906.61
1616589276.186	1.614	1907.51
1616589281.167	1.607	1908.13
1616589286.181	1.615	1908.91
1616589291.162	1.607	1910.17
1616589296.177	1.614	1911.51
1616589301.190	1.607	1912.60
1616589306.171	1.615	1913.58
1616589311.170	1.606	1914.54
1616589316.176	1.606	1915.78
1616589321.166	1.606	1916.77
1616589326.171	1.607	1917.52
1616589331.185	1.615	1918.63
1616589336.168	1.607	1919.55
1616589341.175	1.606	1920.56
1616589346.164	1.607	1921.78
1616589351.171	1.606	1923.25
1616589356.185	1.614	1924.48
1616589361.167	1.606	1925.49
1616589366.180	1.614	1926.54
1616589371.187	1.614	1927.31
1616589376.176	1.615	1928.21
1616589381.182	1.614	1929.39
1616589386.172	1.614	1930.41
1616589391.168	1.607	1931.73
1616589396.175	1.606	1932.92
1616589401.164	1.607	1934.46
1616589406.170	1.607	1935.39
1616589411.184	1.615	1936.42
1616589416.166	1.607	1937.42
1616589421.180	1.614	1938.50
1616589426.185	1.615	1939.78
1616589431.175	1.615	1940.84
1616589436.173	1.606	1941.80
1616589441.170	1.615	1942.77
1616589446.168	1.607	1943.90
1616589451.175	1.607	1944.84
1616589456.165	1.607	1945.73
1616589461.171	1.606	1946.82
1616589466.177	1.606	1947.90
1616589471.167	1.606	1948.90
1616589476.173	1.607	1949.71
1616589481.164	1.607	1950.60
1616589486.176	1.615	1951.74
1616589491.182	1.615	1952.87
1616589496.171	1.614	1953.98
1616589501.169	1.606	1955.20
1616589506.174	1.607	1956.29
1616589511.163	1.607	1957.34
1616589516.169	1.606	1958.41
1616589521.192	1.607	1959.59
1616589526.166	1.607	1960.78
1616589531.180	1.615	1961.71
1616589536.186	1.614	1962.47
1616589541.176	1.614	1963.78
1616589546.182	1.614	1965.32
1616589551.172	1.614	1966.45
1616589556.178	1.615	1967.31
1616589561.175	1.607	1968.08
1616589566.165	1.607	1968.88
1616589571.171	1.606	1969.86
1616589576.177	1.607	1971.06
1616589581.166	1.607	1972.03
1616589586.179	1.614	1973.05
1616589591.185	1.614	1973.84
1616589596.174	1.615	1974.82
1616589601.180	1.614	1976.20
1616589606.178	1.606	1977.46
1616589611.167	1.607	1978.60
1616589616.174	1.606	1979.58
1616589621.164	1.607	1980.50
1616589626.170	1.607	1981.66
1616589631.199	1.614	1982.53
1616589636.165	1.606	1983.74
1616589641.179	1.615	1984.77
1616589646.184	1.615	1985.80
1616589651.174	1.615	1986.93
1616589656.181	1.614	1988.09
1616589661.171	1.615	1989.52
1616589666.177	1.615	1990.59
1616589671.199	1.615	1991.34
1616589676.172	1.615	1992.28
1616589681.170	1.606	1993.32
1616589686.200	1.615	1994.62
1616589691.165	1.607	1995.84
1616589696.171	1.606	1997.12
1616589701.184	1.615	1998.27
1616589706.167	1.607	1999.19
1616589711.181	1.615	2000.19
1616589716.163	1.607	2001.19
1616589721.177	1.614	2002.39
1616589726.191	1.606	2003.40
1616589731.173	1.615	2004.39
1616589736.172	1.606	2005.54
1616589741.177	1.606	2006.76
1616589746.167	1.607	2007.86
1616589751.173	1.607	2008.97
1616589756.178	1.606	2009.91
1616589761.169	1.607	2010.84
1616589766.175	1.607	2011.97
