time (unix)	dt (s)	p (Pa)
1616494739.860	1.614	2200.78
1616494744.844	1.606	2199.61
1616494749.857	1.615	2198.38
1616494754.839	1.607	2197.37
1616494759.852	1.615	2196.09
1616494764.860	1.614	2194.94
1616494769.850	1.614	2193.56
1616494774.855	1.614	2192.54
1616494779.862	1.614	2191.79
1616494784.852	1.614	2190.72
1616494789.849	1.607	2189.61
1616494794.847	1.615	2188.36
1616494799.846	1.606	2187.25
1616494804.852	1.606	2186.17
1616494809.841	1.606	2185.32
1616494814.846	1.606	2184.65
1616494819.861	1.614	2183.18
1616494824.844	1.606	2181.82
1616494829.850	1.606	2180.92
1616494834.841	1.606	2179.85
1616494839.848	1.606	2178.89
1616494844.861	1.614	2177.96
1616494849.844	1.606	2177.12
1616494854.858	1.615	2176.39
1616494859.841	1.606	2175.63
1616494864.854	1.614	2174.63
1616494869.860	1.614	2173.04
1616494874.849	1.615	2171.83
1616494879.855	1.615	2170.64
1616494884.846	1.614	2169.59
1616494889.852	1.614	2168.46
1616494894.851	1.606	2167.20
1616494899.849	1.614	2166.13
1616494904.856	1.614	2164.90
1616494909.853	1.606	2164.26
1616494914.844	1.607	2163.37
1616494919.849	1.606	2161.47
1616494924.849	1.614	2160.08
1616494929.847	1.606	2159.12
1616494934.853	1.607	2158.18
1616494939.843	1.606	2157.48
1616494944.849	1.606	2156.57
1616494949.838	1.606	2155.94
1616494954.844	1.606	2154.90
1616494959.859	1.614	2153.79
1616494964.842	1.606	2152.24
1616494969.856	1.614	2151.02
1616494974.861	1.614	2150.05
1616494979.852	1.614	2148.63
1616494984.858	1.614	2147.65
1616494989.848	1.614	2146.80
1616494994.855	1.614	2145.28
1616494999.862	1.614	2143.84
1616495004.850	1.615	2143.11
1616495009.857	1.614	2142.34
1616495014.847	1.614	2141.30
1616495019.844	1.607	2140.06
1616495024.850	1.606	2138.71
1616495029.839	1.607	2137.65
1616495034.845	1.607	2136.60
1616495039.853	1.606	2135.65
1616495044.844	1.606	2134.82
1616495049.851	1.606	2134.02
1616495054.840	1.606	2133.01
1616495059.847	1.606	2132.15
1616495064.853	1.606	2130.86
1616495069.844	1.606	2129.76
1616495074.849	1.606	2128.94
1616495079.839	1.606	2128.29
1616495084.845	1.606	2127.45
1616495089.867	1.606	2126.41
1616495094.842	1.606	2125.34
1616495099.856	1.614	2124.26
1616495104.861	1.614	2122.97
1616495109.852	1.614	2121.55
1616495114.858	1.614	2120.23
1616495119.848	1.614	2119.34
1616495124.854	1.614	2118.21
1616495129.852	1.606	2117.08
1616495134.851	1.614	2115.92
1616495139.857	1.614	2114.77
1616495144.847	1.613	2113.56
1616495149.853	1.614	2112.75
1616495154.875	1.614	2111.63
1616495159.841	1.606	2110.02
1616495164.847	1.606	2109.22
1616495169.862	1.613	2107.86
1616495174.843	1.606	2106.79
1616495179.850	1.606	2105.82
1616495184.840	1.606	2104.82
1616495189.853	1.614	2103.68
1616495194.860	1.614	2102.37
1616495199.849	1.614	2101.21
1616495204.855	1.614	2100.00
1616495209.852	1.606	2098.82
1616495214.850	1.614	2097.76
1616495219.857	1.614	2097.00
1616495224.848	1.614	2096.11
1616495229.854	1.614	2095.04
1616495234.852	1.606	2093.90
1616495239.850	1.614	2092.51
1616495244.848	1.606	2091.35
1616495249.853	1.607	2089.85
1616495254.843	1.607	2088.79
1616495259.850	1.606	2088.30
1616495264.840	1.606	2087.25
1616495269.847	1.606	2085.91
1616495274.861	1.614	2084.97
1616495279.843	1.607	2083.86
1616495284.857	1.614	2083.02
1616495289.840	1.606	2081.97
1616495294.854	1.614	2081.18
1616495299.867	1.606	2080.40
1616495304.850	1.614	2079.41
1616495309.857	1.614	2078.07
1616495314.847	1.614	2077.01
1616495319.853	1.614	2075.92
1616495324.866	1.606	2074.81
1616495329.849	1.614	2073.54
1616495334.856	1.614	2072.35
1616495339.847	1.614	2071.42
1616495344.852	1.614	2070.57
1616495349.866	1.607	2069.18
1616495354.848	1.614	2067.85
1616495359.846	1.606	2066.54
1616495364.853	1.606	2065.27
1616495369.852	1.614	2064.57
1616495374.850	1.606	2063.76
1616495379.848	1.614	2062.87
1616495384.846	1.606	2062.00
1616495389.853	1.605	2061.20
1616495394.843	1.606	2060.03
1616495399.848	1.606	2058.68
1616495404.863	1.614	2057.13
1616495409.844	1.606	2055.92
1616495414.852	1.606	2055.11
1616495419.842	1.607	2053.99
1616495424.849	1.607	2053.01
1616495429.863	1.614	2051.85
1616495434.846	1.606	2050.71
1616495439.860	1.614	2049.65
1616495444.842	1.606	2048.76
1616495449.849	1.607	2047.43
1616495454.862	1.614	2046.26
1616495459.852	1.615	2045.06
1616495464.858	1.614	2044.12
1616495469.849	1.614	2043.06
1616495474.855	1.614	2042.15
1616495479.860	1.614	2041.32
1616495484.852	1.614	2040.26
1616495489.859	1.614	2039.31
1616495494.842	1.606	2038.35
1616495499.856	1.614	2037.00
1616495504.862	1.614	2035.92
1616495509.852	1.614	2035.02
1616495514.858	1.614	2034.05
1616495519.848	1.614	2033.13
1616495524.854	1.614	2032.20
1616495529.852	1.606	2030.78
1616495534.851	1.614	2029.76
1616495539.857	1.614	2028.74
1616495544.854	1.606	2027.99
1616495549.845	1.606	2026.45
1616495554.851	1.606	2025.46
1616495559.840	1.606	2024.45
1616495564.846	1.606	2023.07
1616495569.853	1.606	2021.68
1616495574.843	1.606	2020.80
1616495579.850	1.606	2019.65
1616495584.840	1.606	2018.63
1616495589.847	1.606	2017.64
1616495594.861	1.614	2016.03
1616495599.841	1.606	2015.21
1616495604.856	1.614	2014.31
1616495609.862	1.614	2013.29
1616495614.851	1.615	2012.21
1616495619.858	1.614	2011.29
1616495624.848	1.614	2010.30
1616495629.855	1.614	2009.23
1616495634.852	1.606	2008.05
1616495639.850	1.614	2006.95
1616495644.849	1.606	2005.53
1616495649.855	1.606	2004.65
1616495654.845	1.606	2003.57
1616495659.853	1.605	2002.44
1616495664.842	1.606	2001.46
1616495669.848	1.606	2000.21
1616495674.861	1.614	1999.25
1616495679.843	1.606	1998.20
1616495684.857	1.614	1997.35
1616495689.848	1.613	1996.14
1616495694.853	1.614	1994.89
1616495699.867	1.606	1993.74
1616495704.849	1.614	1992.51
1616495709.855	1.614	1991.22
1616495714.854	1.606	1990.54
1616495719.854	1.614	1989.63
1616495724.861	1.614	1988.74
1616495729.844	1.606	1987.31
1616495734.858	1.614	1986.04
1616495739.840	1.606	1984.77
1616495744.853	1.614	1983.83
1616495749.867	1.606	1982.85
1616495754.849	1.614	1981.90
1616495759.856	1.614	1981.07
1616495764.863	1.614	1980.23
1616495769.853	1.614	1978.90
1616495774.859	1.614	1977.74
1616495779.848	1.615	1976.41
1616495784.846	1.606	1975.02
1616495789.852	1.605	1973.85
1616495794.842	1.606	1972.81
1616495799.848	1.606	1972.21
1616495804.862	1.614	1971.38
1616495809.845	1.606	1970.31
1616495814.859	1.614	1968.94
1616495819.841	1.606	1967.76
1616495824.855	1.614	1967.11
1616495829.862	1.614	1966.39
1616495834.851	1.614	1965.49
1616495839.858	1.614	1964.03
1616495844.847	1.614	1962.99
1616495849.854	1.614	1961.48
1616495854.867	1.606	1960.34
1616495859.849	1.614	1959.01
1616495864.847	1.606	1957.92
1616495869.876	1.615	1956.74
1616495874.842	1.606	1955.64
1616495879.848	1.606	1954.71
1616495884.861	1.614	1953.16
1616495889.851	1.614	1952.22
1616495894.857	1.614	1951.25
1616495899.847	1.614	1950.18
1616495904.854	1.614	1949.39
1616495909.867	1.607	1948.22
1616495914.849	1.614	1947.39
1616495919.856	1.614	1946.25
1616495924.853	1.606	1945.19
1616495929.851	1.614	1944.11
1616495934.850	1.606	1942.79
1616495939.848	1.614	1942.01
1616495944.845	1.606	1941.08
1616495949.875	1.614	1940.23
1616495954.842	1.607	1939.23
1616495959.850	1.606	1938.14
1616495964.863	1.614	1937.03
1616495969.845	1.606	1936.08
1616495974.858	1.614	1935.03
1616495979.841	1.606	1934.08
1616495984.854	1.614	1932.99
1616495989.860	1.614	1931.60
1616495994.851	1.614	1930.17
1616495999.856	1.614	1929.03
1616496004.854	1.606	1928.14
1616496009.844	1.606	1927.38
1616496014.849	1.606	1926.50
1616496019.848	1.614	1925.29
1616496024.846	1.606	1924.24
1616496029.853	1.606	1923.30
1616496034.841	1.606	1921.88
1616496039.848	1.606	1920.48
1616496044.862	1.614	1919.44
1616496049.844	1.606	1918.21
1616496054.859	1.614	1916.93
1616496059.842	1.606	1916.14
1616496064.856	1.614	1915.49
1616496069.839	1.606	1914.87
1616496074.846	1.606	1913.76
1616496079.875	1.614	1912.39
1616496084.842	1.606	1911.04
1616496089.857	1.614	1909.92
1616496094.862	1.614	1908.69
1616496099.852	1.614	1907.82
1616496104.859	1.614	1907.06
1616496109.848	1.614	1906.20
1616496114.854	1.614	1904.99
1616496119.861	1.614	1903.71
1616496124.850	1.614	1902.47
1616496129.857	1.614	1900.88
1616496134.847	1.613	1899.98
1616496139.844	1.606	1898.96
1616496144.850	1.606	1897.77
1616496149.840	1.606	1896.90
1616496154.846	1.606	1895.85
1616496159.860	1.613	1894.63
1616496164.841	1.606	1893.58
1616496169.855	1.614	1892.56
1616496174.861	1.614	1890.90
1616496179.852	1.614	1889.78
1616496184.858	1.614	1888.98
1616496189.855	1.606	1888.10
1616496194.853	1.614	1887.08
1616496199.875	1.614	1885.67
1616496204.850	1.614	1884.59
1616496209.856	1.614	1883.55
1616496214.854	1.606	1883.08
1616496219.844	1.606	1882.12
1616496224.849	1.607	1880.65
1616496229.840	1.606	1879.46
1616496234.845	1.606	1878.38
1616496239.859	1.614	1877.48
1616496244.841	1.606	1876.14
1616496249.856	1.614	1874.92
1616496254.862	1.614	1873.83
1616496259.852	1.614	1872.62
1616496264.858	1.614	1871.66
1616496269.849	1.614	1870.76
1616496274.855	1.614	1869.29
1616496279.860	1.614	1868.28
1616496284.850	1.614	1867.41
1616496289.856	1.614	1866.47
1616496294.846	1.614	1864.96
1616496299.844	1.606	1863.67
1616496304.851	1.606	1863.03
1616496309.840	1.606	1862.17
1616496314.847	1.606	1861.09
1616496319.852	1.607	1859.63
1616496324.842	1.606	1858.66
1616496329.856	1.615	1857.47
1616496334.862	1.615	1856.48
1616496339.851	1.614	1855.01
1616496344.858	1.614	1854.08
1616496349.848	1.614	1853.35
1616496354.854	1.614	1852.54
1616496359.868	1.606	1851.21
1616496364.850	1.614	1850.09
1616496369.847	1.606	1848.53
1616496374.853	1.606	1847.44
1616496379.844	1.606	1846.43
1616496384.850	1.606	1845.71
1616496389.849	1.614	1844.82
1616496394.846	1.606	1843.63
1616496399.867	1.607	1842.24
1616496404.843	1.606	1841.28
1616496409.857	1.614	1840.41
1616496414.862	1.614	1838.99
1616496419.852	1.614	1837.82
1616496424.859	1.614	1836.90
1616496429.841	1.606	1835.79
1616496434.856	1.614	1834.38
1616496439.861	1.614	1833.30
1616496444.851	1.614	1832.64
1616496449.856	1.614	1831.88
1616496454.848	1.614	1831.11
1616496459.853	1.614	1829.99
1616496464.874	1.614	1828.71
1616496469.840	1.607	1827.50
1616496474.847	1.606	1826.81
1616496479.854	1.606	1825.99
1616496484.843	1.607	1824.63
1616496489.850	1.606	1823.23
1616496494.840	1.606	1822.06
1616496499.847	1.606	1821.03
1616496504.853	1.606	1819.84
1616496509.843	1.606	1818.32
1616496514.849	1.606	1816.88
1616496519.839	1.606	1815.77
1616496524.853	1.614	1814.65
1616496529.867	1.607	1813.75
1616496534.849	1.614	1813.21
1616496539.855	1.614	1812.08
1616496544.863	1.614	1810.61
1616496549.853	1.614	1809.50
1616496554.868	1.606	1808.69
1616496559.842	1.606	1807.24
1616496564.856	1.614	1806.44
1616496569.839	1.606	1805.37
1616496574.854	1.614	1804.39
1616496579.867	1.606	1803.55
1616496584.849	1.615	1802.54
1616496589.856	1.614	1801.37
1616496594.862	1.614	1799.60
1616496599.852	1.615	1798.78
1616496604.859	1.614	1798.15
1616496609.848	1.614	1796.68
1616496614.845	1.606	1795.52
1616496619.852	1.605	1794.40
1616496624.842	1.606	1793.23
1616496629.848	1.606	1792.19
1616496634.860	1.614	1791.35
1616496639.843	1.607	1790.19
1616496644.858	1.614	1789.22
1616496649.839	1.606	1788.09
1616496654.855	1.614	1786.47
1616496659.860	1.614	1785.65
1616496664.850	1.614	1784.86
1616496669.855	1.614	1783.40
1616496674.853	1.606	1782.13
1616496679.851	1.614	1781.17
1616496684.849	1.606	1780.47
1616496689.862	1.614	1779.81
1616496694.844	1.606	1778.93
1616496699.857	1.614	1777.88
1616496704.838	1.607	1777.12
1616496709.853	1.614	1775.54
1616496714.859	1.614	1774.33
1616496719.843	1.606	1773.39
1616496724.855	1.614	1772.44
1616496729.853	1.606	1771.39
1616496734.850	1.614	1770.42
1616496739.849	1.606	1769.38
1616496744.856	1.606	1768.05
1616496749.854	1.614	1766.83
1616496754.853	1.606	1764.97
1616496759.852	1.614	1763.91
1616496764.850	1.606	1763.23
1616496769.849	1.614	1762.00
1616496774.846	1.606	1760.45
1616496779.875	1.614	1759.49
1616496784.841	1.606	1758.31
1616496789.847	1.606	1757.17
1616496794.861	1.614	1756.42
1616496799.843	1.606	1755.24
1616496804.851	1.606	1754.18
1616496809.840	1.606	1752.91
1616496814.854	1.614	1751.93
1616496819.868	1.606	1750.77
1616496824.843	1.607	1749.69
1616496829.857	1.614	1748.63
1616496834.862	1.614	1747.91
1616496839.853	1.614	1746.65
1616496844.867	1.606	1745.46
1616496849.848	1.614	1744.27
1616496854.845	1.606	1743.51
1616496859.875	1.615	1742.51
1616496864.841	1.606	1741.50
1616496869.847	1.606	1740.37
1616496874.860	1.614	1739.40
1616496879.851	1.614	1738.34
1616496884.856	1.614	1737.27
1616496889.847	1.613	1736.33
1616496894.852	1.614	1735.10
1616496899.859	1.614	1734.01
1616496904.849	1.614	1733.03
1616496909.854	1.614	1731.88
1616496914.852	1.606	1730.90
1616496919.850	1.614	1729.98
1616496924.849	1.606	1729.08
1616496929.855	1.606	1728.11
1616496934.845	1.606	1727.23
1616496939.858	1.614	1726.35
1616496944.840	1.606	1725.22
1616496949.847	1.606	1723.88
1616496954.869	1.606	1722.41
1616496959.850	1.614	1721.33
1616496964.857	1.614	1720.33
1616496969.863	1.614	1719.48
1616496974.852	1.614	1718.62
1616496979.858	1.614	1717.34
1616496984.849	1.614	1716.07
1616496989.854	1.614	1714.50
1616496994.876	1.614	1713.01
1616496999.841	1.606	1712.24
1616497004.847	1.606	1711.16
1616497009.860	1.614	1709.77
1616497014.850	1.614	1708.28
1616497019.856	1.614	1707.16
1616497024.862	1.614	1706.24
1616497029.852	1.614	1705.19
1616497034.858	1.614	1704.14
1616497039.847	1.615	1702.45
1616497044.845	1.607	1701.48
1616497049.852	1.607	1700.79
1616497054.852	1.614	1699.78
1616497059.849	1.607	1698.67
1616497064.848	1.614	1697.75
1616497069.845	1.606	1696.93
1616497074.853	1.606	1695.73
1616497079.850	1.614	1694.34
1616497084.848	1.607	1693.07
1616497089.855	1.606	1692.30
1616497094.845	1.606	1691.26
1616497099.859	1.614	1689.84
1616497104.840	1.606	1688.85
1616497109.854	1.614	1688.05
1616497114.860	1.613	1687.06
1616497119.849	1.614	1685.76
1616497124.855	1.614	1684.75
1616497129.852	1.606	1683.85
1616497134.850	1.614	1682.93
1616497139.848	1.606	1681.80
1616497144.853	1.606	1680.80
1616497149.843	1.606	1679.83
1616497154.857	1.614	1679.25
1616497159.839	1.607	1677.97
1616497164.853	1.614	1676.73
1616497169.859	1.614	1675.25
1616497174.850	1.614	1674.17
1616497179.855	1.614	1673.35
1616497184.853	1.606	1672.36
1616497189.851	1.614	1670.92
1616497194.849	1.606	1669.54
1616497199.855	1.606	1668.69
1616497204.845	1.606	1667.90
1616497209.874	1.614	1666.88
1616497214.840	1.607	1665.79
1616497219.846	1.606	1664.75
1616497224.860	1.614	1663.92
1616497229.841	1.606	1663.05
1616497234.856	1.614	1661.78
1616497239.839	1.606	1660.40
1616497244.853	1.614	1659.25
1616497249.859	1.614	1658.18
1616497254.848	1.614	1656.94
1616497259.846	1.607	1655.88
1616497264.861	1.614	1654.82
1616497269.851	1.614	1653.84
1616497274.858	1.614	1652.75
1616497279.849	1.613	1651.35
1616497284.854	1.614	1649.95
1616497289.876	1.614	1648.66
1616497294.842	1.606	1647.93
1616497299.858	1.614	1646.98
1616497304.849	1.614	1646.10
1616497309.854	1.614	1645.06
1616497314.852	1.606	1643.97
1616497319.850	1.614	1642.89
1616497324.848	1.606	1641.67
1616497329.860	1.614	1640.06
1616497334.842	1.606	1638.90
1616497339.857	1.614	1638.01
1616497344.862	1.614	1637.34
1616497349.852	1.614	1636.49
1616497354.858	1.614	1635.55
1616497359.848	1.614	1634.44
1616497364.845	1.606	1633.35
1616497369.850	1.606	1632.51
1616497374.840	1.606	1631.46
1616497379.847	1.606	1629.88
1616497384.861	1.614	1628.90
1616497389.843	1.606	1627.80
1616497394.855	1.614	1626.48
1616497399.853	1.606	1625.74
1616497404.850	1.614	1624.76
1616497409.848	1.606	1623.67
1616497414.854	1.606	1622.49
1616497419.843	1.606	1621.30
1616497424.849	1.606	1620.10
1616497429.862	1.614	1618.98
1616497434.853	1.614	1618.11
1616497439.859	1.614	1616.95
1616497444.848	1.614	1615.80
1616497449.854	1.614	1614.46
1616497454.859	1.614	1613.34
1616497459.849	1.614	1612.46
1616497464.847	1.606	1611.29
1616497469.853	1.606	1610.59
1616497474.842	1.606	1609.68
1616497479.849	1.606	1607.99
1616497484.862	1.614	1606.78
1616497489.845	1.606	1605.86
1616497494.859	1.614	1604.61
1616497499.841	1.606	1603.14
1616497504.855	1.614	1601.79
1616497509.862	1.614	1601.38
1616497514.852	1.614	1600.70
1616497519.858	1.614	1599.20
1616497524.848	1.614	1597.85
1616497529.854	1.614	1596.68
1616497534.868	1.606	1595.54
1616497539.851	1.614	1594.59
1616497544.856	1.614	1593.67
1616497549.847	1.613	1592.83
1616497554.843	1.607	1591.75
1616497559.850	1.606	1590.48
1616497564.849	1.614	1589.68
1616497569.846	1.607	1588.47
1616497574.860	1.614	1587.26
1616497579.842	1.606	1586.47
1616497584.849	1.606	1585.33
1616497589.862	1.614	1584.20
1616497594.852	1.614	1583.33
1616497599.859	1.614	1582.07
1616497604.848	1.615	1581.49
1616497609.854	1.614	1580.70
1616497614.851	1.606	1579.38
1616497619.849	1.614	1578.45
1616497624.847	1.606	1576.84
1616497629.853	1.606	1575.92
1616497634.843	1.606	1575.05
1616497639.857	1.614	1573.95
1616497644.862	1.614	1572.88
1616497649.851	1.614	1571.62
1616497654.858	1.614	1570.61
1616497659.848	1.614	1569.62
1616497664.853	1.614	1568.71
1616497669.874	1.615	1567.15
1616497674.850	1.614	1565.62
1616497679.857	1.614	1564.33
1616497684.854	1.606	1563.56
1616497689.842	1.607	1562.99
1616497694.848	1.606	1562.14
1616497699.863	1.614	1560.69
1616497704.852	1.614	1559.33
1616497709.858	1.614	1558.17
1616497714.863	1.614	1556.69
1616497719.853	1.614	1555.72
1616497724.861	1.614	1554.78
1616497729.851	1.614	1553.68
1616497734.857	1.614	1552.61
1616497739.847	1.614	1551.51
1616497744.853	1.614	1550.38
1616497749.859	1.614	1549.23
1616497754.849	1.614	1548.09
1616497759.856	1.614	1546.72
1616497764.852	1.606	1545.73
1616497769.843	1.606	1544.78
1616497774.849	1.606	1543.59
1616497779.862	1.614	1542.42
1616497784.845	1.606	1541.36
1616497789.858	1.614	1540.24
1616497794.840	1.606	1539.36
1616497799.853	1.614	1538.38
1616497804.860	1.614	1537.32
1616497809.851	1.614	1536.28
1616497814.856	1.614	1535.06
1616497819.847	1.613	1533.99
1616497824.844	1.606	1533.34
1616497829.851	1.606	1532.57
1616497834.849	1.614	1531.57
1616497839.856	1.614	1530.60
1616497844.854	1.606	1529.51
1616497849.852	1.614	1528.42
1616497854.850	1.606	1527.41
1616497859.840	1.606	1526.65
1616497864.847	1.606	1525.02
1616497869.853	1.606	1523.35
1616497874.843	1.606	1522.26
1616497879.856	1.614	1521.38
1616497884.862	1.614	1520.44
1616497889.851	1.614	1519.18
1616497894.856	1.614	1518.00
1616497899.854	1.606	1516.71
1616497904.851	1.614	1515.26
1616497909.850	1.606	1514.19
1616497914.848	1.614	1513.33
1616497919.846	1.606	1512.18
1616497924.852	1.606	1510.95
1616497929.842	1.606	1509.98
1616497934.847	1.606	1508.83
1616497939.862	1.614	1507.75
1616497944.851	1.614	1507.02
1616497949.857	1.614	1506.35
1616497954.863	1.614	1504.97
1616497959.854	1.614	1503.72
1616497964.868	1.606	1502.43
1616497969.849	1.614	1501.56
1616497974.847	1.606	1500.42
1616497979.853	1.606	1499.34
1616497984.851	1.614	1498.33
1616497989.849	1.606	1497.30
1616497994.863	1.614	1496.45
1616497999.845	1.606	1495.31
1616498004.858	1.614	1493.81
1616498009.847	1.613	1492.68
1616498014.853	1.614	1491.62
1616498019.867	1.607	1490.62
1616498024.849	1.614	1489.19
1616498029.855	1.614	1487.96
1616498034.853	1.606	1486.77
1616498039.851	1.614	1485.83
1616498044.849	1.606	1485.13
1616498049.862	1.615	1483.72
1616498054.844	1.606	1482.22
1616498059.858	1.614	1481.26
1616498064.839	1.606	1480.35
1616498069.854	1.614	1479.49
1616498074.860	1.614	1478.55
1616498079.848	1.615	1477.47
1616498084.856	1.614	1476.31
1616498089.853	1.606	1475.18
1616498094.852	1.614	1474.51
1616498099.850	1.606	1473.58
1616498104.855	1.607	1472.26
1616498109.846	1.606	1471.07
1616498114.874	1.614	1470.06
1616498119.840	1.606	1469.14
1616498124.854	1.614	1468.01
1616498129.860	1.614	1466.77
1616498134.850	1.614	1465.64
1616498139.856	1.614	1464.61
1616498144.853	1.606	1463.36
