time (unix)	dt (s)	source (°C)
1616578046.506	0.100	17.4340
1616578057.506	0.092	17.4180
1616578068.500	0.093	17.3910
1616578079.496	0.089	17.3720
1616578090.504	0.090	17.3610
1616578101.520	0.114	17.3330
1616578112.521	0.107	17.3150
1616578123.490	0.083	17.3030
1616578134.500	0.084	17.2780
1616578145.520	0.104	17.2570
1616578156.506	0.094	17.2360
1616578167.528	0.113	17.2220
1616578178.513	0.108	17.2060
1616578189.497	0.084	17.1770
1616578200.498	0.092	17.1630
1616578211.505	0.091	17.1440
1616578222.490	0.084	17.1240
1616578233.500	0.086	17.1010
1616578244.522	0.107	17.0840
1616578255.498	0.091	17.0650
1616578266.522	0.108	17.0430
1616578277.514	0.109	17.0220
1616578288.522	0.110	17.0080
1616578299.521	0.105	16.9850
1616578310.505	0.100	16.9640
1616578321.490	0.076	16.9440
1616578343.511	0.106	16.9100
1616578354.511	0.098	16.8880
1616578365.520	0.114	16.8670
1616578376.513	0.101	16.8460
1616578387.514	0.108	16.8290
1616578398.508	0.094	16.8070
1616578409.535	0.122	16.7890
1616578420.503	0.097	16.7700
1616578431.529	0.112	16.7480
1616578442.512	0.106	16.7270
1616578453.528	0.114	16.7100
1616578464.483	0.077	16.6850
1616578475.508	0.095	16.6670
1616578486.505	0.091	16.6460
1616578497.504	0.098	16.6310
1616578508.529	0.114	16.6020
1616578519.506	0.099	16.5860
1616578530.507	0.092	16.5670
1616578541.509	0.102	16.5450
1616578552.505	0.100	16.5250
1616578563.505	0.093	16.5090
1616578574.524	0.117	16.4800
1616578585.503	0.097	16.4650
1616578596.520	0.104	16.4450
1616578607.507	0.095	16.4200
1616578629.519	0.101	16.3850
1616578640.507	0.090	16.3580
1616578651.499	0.092	16.3390
1616578662.507	0.093	16.3200
1616578673.519	0.104	16.2980
1616578684.514	0.101	16.2790
1616578695.512	0.096	16.2590
1616578706.514	0.101	16.2380
1616578717.521	0.104	16.2160
1616578728.506	0.100	16.1980
1616578739.500	0.086	16.1720
1616578750.497	0.082	16.1550
1616578761.507	0.100	16.1350
1616578772.509	0.097	16.1130
1616578783.515	0.101	16.0920
1616578794.513	0.097	16.0710
1616578805.505	0.100	16.0550
1616578816.514	0.101	16.0280
1616578827.505	0.087	16.0110
1616578849.504	0.088	15.9700
1616578860.496	0.090	15.9470
1616578871.506	0.092	15.9270
1616578882.507	0.100	15.9090
1616578893.517	0.104	15.8860
1616578904.505	0.091	15.8640
1616578915.505	0.100	15.8380
1616578926.524	0.108	15.8210
1616578937.527	0.114	15.7960
1616578948.498	0.092	15.7810
1616578959.507	0.095	15.7590
1616578970.497	0.085	15.7380
1616578981.499	0.093	15.7080
1616578992.504	0.099	15.6940
1616579003.505	0.092	15.6720
1616579014.490	0.084	15.6500
1616579025.501	0.084	15.6290
1616579036.530	0.114	15.6060
1616579048.814	0.084	15.5860
1616579059.824	0.084	15.5670
1616579070.830	0.090	15.5360
1616579081.830	0.100	15.5170
1616579092.824	0.085	15.4990
1616579103.829	0.089	15.4800
1616579114.814	0.084	15.4550
1616579136.818	0.087	15.4140
1616579147.840	0.109	15.3930
1616579158.814	0.083	15.3680
1616579169.826	0.085	15.3500
1616579180.838	0.101	15.3290
1616579191.832	0.102	15.3010
1616579202.814	0.084	15.2850
1616579213.840	0.101	15.2650
1616579224.838	0.098	15.2340
1616579235.831	0.101	15.2150
1616579246.832	0.095	15.2000
1616579257.823	0.086	15.1680
1616579268.839	0.098	15.1520
1616579290.812	0.082	15.1020
1616579301.838	0.098	15.0840
1616579312.815	0.085	15.0650
1616579323.840	0.103	15.0410
1616579334.839	0.102	15.0190
1616579345.869	0.129	15.0000
1616579356.821	0.091	14.9800
1616579367.831	0.094	14.9530
1616579378.869	0.130	14.9300
1616579389.823	0.092	14.9100
1616579400.824	0.087	14.8900
1616579422.835	0.095	14.8410
1616579433.863	0.124	14.8250
1616579444.860	0.121	14.7970
1616579455.821	0.091	14.7780
1616579466.862	0.125	14.7530
1616579477.869	0.131	14.7360
1616579488.823	0.092	14.7070
1616579510.838	0.100	14.6660
1616579521.832	0.101	14.6390
1616579532.846	0.116	14.6210
1616579543.822	0.085	14.5940
1616579554.856	0.125	14.5730
1616579565.821	0.090	14.5530
1616579576.830	0.093	14.5230
1616579587.824	0.094	14.5070
1616579598.823	0.091	14.4810
1616579609.848	0.109	14.4560
1616579620.830	0.091	14.4410
1616579631.823	0.093	14.4120
1616579642.864	0.127	14.3860
1616579653.823	0.084	14.3710
1616579664.824	0.093	14.3480
1616579675.814	0.084	14.3210
1616579686.826	0.086	14.3010
1616579697.857	0.115	14.2710
1616579708.853	0.114	14.2530
1616579730.854	0.124	14.2030
1616579741.848	0.110	14.1870
1616579752.853	0.115	14.1620
1616579763.807	0.077	14.1360
1616579774.855	0.119	14.1130
1616579785.855	0.116	14.0930
1616579796.839	0.109	14.0660
1616579807.849	0.111	14.0470
1616579818.853	0.116	14.0210
1616579829.832	0.101	13.9970
1616579840.815	0.084	13.9740
1616579851.856	0.117	13.9490
1616579862.854	0.116	13.9300
1616579873.832	0.101	13.9040
1616579884.838	0.107	13.8820
1616579895.841	0.100	13.8550
1616579906.862	0.121	13.8370
1616579917.846	0.116	13.8110
1616579928.855	0.116	13.7880
1616579950.857	0.118	13.7380
1616579961.854	0.115	13.7160
1616579972.846	0.114	13.6890
1616579983.847	0.107	13.6670
1616579994.841	0.110	13.6430
1616580005.839	0.108	13.6230
1616580016.857	0.118	13.5900
1616580027.838	0.100	13.5700
1616580038.848	0.117	13.5490
1616580049.838	0.107	13.5190
1616580060.848	0.107	13.4990
1616580071.841	0.111	13.4730
1616580082.839	0.108	13.4460
1616580093.847	0.110	13.4290
1616580104.838	0.099	13.4010
1616580115.847	0.117	13.3730
1616580126.854	0.123	13.3570
1616580137.847	0.109	13.3280
1616580148.838	0.098	13.3030
1616580170.845	0.114	13.2560
1616580181.854	0.116	13.2320
1616580192.832	0.100	13.2100
1616580203.833	0.096	13.1820
1616580214.841	0.100	13.1610
1616580225.839	0.099	13.1350
1616580236.824	0.092	13.1040
1616580247.848	0.110	13.0860
1616580258.830	0.092	13.0610
1616580269.824	0.093	13.0310
1616580280.846	0.116	13.0140
1616580291.840	0.101	12.9830
1616580302.823	0.083	12.9600
1616580313.824	0.094	12.9390
1616580324.837	0.107	12.9090
1616580335.831	0.091	12.8850
1616580346.825	0.095	12.8650
1616580357.823	0.091	12.8330
1616580368.823	0.087	12.8130
1616580390.835	0.098	12.7580
1616580401.824	0.092	12.7390
1616580412.816	0.078	12.7090
1616580423.838	0.098	12.6850
1616580434.815	0.085	12.6690
1616580445.824	0.087	12.6330
1616580456.832	0.092	12.6100
1616580467.830	0.090	12.5930
1616580478.816	0.086	12.5540
1616580489.816	0.079	12.5410
1616580500.815	0.077	12.5090
1616580511.818	0.087	12.4850
1616580522.832	0.101	12.4590
1616580533.834	0.096	12.4300
1616580544.833	0.093	12.4080
1616580555.836	0.098	12.3790
1616580566.824	0.092	12.3550
1616580577.824	0.086	12.3300
1616580588.830	0.092	12.3050
1616580610.812	0.081	12.2530
1616580621.847	0.106	12.2260
1616580632.825	0.094	12.2000
1616580643.831	0.100	12.1760
1616580654.840	0.102	12.1490
1616580665.841	0.098	12.1190
1616580676.816	0.085	12.0980
1616580687.834	0.097	12.0710
1616580698.840	0.103	12.0450
1616580709.830	0.092	12.0180
1616580720.809	0.078	11.9940
1616580731.814	0.084	11.9660
1616580742.834	0.093	11.9400
1616580753.830	0.092	11.9110
1616580764.815	0.084	11.8840
1616580775.825	0.088	11.8570
1616580786.826	0.085	11.8290
1616580797.822	0.085	11.8070
1616580808.824	0.093	11.7770
1616580830.827	0.097	11.7290
1616580841.825	0.094	11.6970
1616580852.807	0.077	11.6720
1616580863.833	0.094	11.6470
1616580874.813	0.076	11.6160
1616580885.808	0.076	11.5960
1616580896.833	0.095	11.5620
1616580907.832	0.089	11.5370
1616580918.825	0.094	11.5100
1616580929.815	0.084	11.4800
1616580940.825	0.087	11.4530
1616580951.830	0.094	11.4230
1616580962.821	0.080	11.4020
1616580973.817	0.080	11.3720
1616580984.823	0.085	11.3450
1616580995.831	0.090	11.3180
1616581006.814	0.084	11.2930
1616581017.823	0.086	11.2610
1616581028.847	0.106	11.2380
1616581039.831	0.100	11.2050
1616581050.825	0.088	11.1810
1616581061.824	0.084	11.1590
1616581072.818	0.087	11.1230
1616581083.815	0.085	11.0990
1616581094.824	0.087	11.0700
1616581105.823	0.086	11.0450
1616581116.814	0.075	11.0140
1616581127.818	0.087	10.9880
1616581138.832	0.101	10.9610
1616581149.823	0.091	10.9330
1616581160.833	0.094	10.9040
1616581171.831	0.092	10.8750
1616581182.832	0.102	10.8490
1616581193.822	0.092	10.8170
1616581204.833	0.092	10.7990
1616581215.836	0.097	10.7650
1616581226.830	0.099	10.7310
1616581237.832	0.092	10.7060
1616581248.831	0.090	10.6800
1616581270.823	0.093	10.6280
1616581281.824	0.087	10.5900
1616581292.831	0.092	10.5680
1616581303.817	0.086	10.5390
1616581314.814	0.083	10.5040
1616581325.831	0.094	10.4840
1616581336.823	0.085	10.4500
1616581347.816	0.085	10.4220
1616581358.842	0.103	10.3980
1616581369.830	0.092	10.3570
1616581380.816	0.085	10.3390
1616581391.822	0.092	10.3090
1616581402.833	0.092	10.2760
1616581413.839	0.098	10.2540
1616581424.825	0.094	10.2140
1616581435.831	0.100	10.1900
1616581446.825	0.086	10.1590
1616581457.823	0.085	10.1280
1616581468.817	0.087	10.1030
1616581490.814	0.083	10.0400
1616581501.839	0.102	10.0110
1616581512.829	0.092	9.9890
1616581523.815	0.085	9.9590
1616581534.841	0.102	9.9320
1616581545.838	0.100	9.9080
1616581556.816	0.086	9.8800
1616581567.806	0.076	9.8530
1616581578.835	0.093	9.8280
1616581589.825	0.084	9.8060
1616581600.831	0.091	9.7740
1616581611.826	0.095	9.7630
1616581622.832	0.102	9.7300
1616581633.823	0.092	9.7030
1616581644.817	0.077	9.6930
1616581655.847	0.106	9.6600
1616581666.808	0.077	9.6390
1616581677.825	0.088	9.6250
1616581688.833	0.092	9.5900
1616581699.837	0.099	9.5790
1616581710.815	0.084	9.5570
1616581721.824	0.086	9.5330
1616581732.839	0.100	9.5170
1616581743.817	0.087	9.4980
1616581754.816	0.085	9.4790
1616581765.834	0.096	9.4540
1616581776.841	0.100	9.4450
1616581787.839	0.098	9.4200
1616581798.816	0.085	9.4030
1616581809.833	0.096	9.3930
1616581820.839	0.102	9.3680
1616581831.822	0.084	9.3550
1616581842.823	0.092	9.3400
1616581853.833	0.096	9.3150
1616581864.834	0.092	9.3090
1616581875.823	0.085	9.2900
1616581886.825	0.094	9.2720
1616581897.814	0.084	9.2660
1616581908.817	0.076	9.2440
1616581919.831	0.090	9.2340
1616581930.825	0.094	9.2180
1616581941.831	0.100	9.2000
1616581952.840	0.103	9.1910
1616581963.830	0.093	9.1800
1616581974.818	0.087	9.1580
1616581985.815	0.084	9.1520
1616581996.827	0.086	9.1390
1616582007.829	0.092	9.1230
1616582018.823	0.093	9.1140
1616582029.824	0.087	9.0980
1616582040.838	0.099	9.0860
1616582051.814	0.083	9.0770
1616582062.816	0.078	9.0660
1616582073.823	0.084	9.0560
1616582084.833	0.102	9.0450
1616582095.824	0.092	9.0340
1616582106.833	0.095	9.0180
1616582117.830	0.094	9.0180
1616582128.830	0.089	9.0030
1616582139.822	0.092	8.9900
1616582150.832	0.094	8.9820
1616582161.841	0.098	8.9780
1616582172.833	0.103	8.9640
1616582183.824	0.094	8.9580
1616582194.808	0.077	8.9520
1616582205.825	0.088	8.9370
1616582216.833	0.093	8.9340
1616582227.845	0.106	8.9200
1616582238.825	0.094	8.9160
1616582260.820	0.089	8.8970
1616582271.839	0.099	8.8930
1616582282.825	0.094	8.8880
1616582293.814	0.084	8.8720
1616582304.840	0.103	8.8660
1616582315.835	0.093	8.8570
1616582326.823	0.086	8.8550
1616582337.838	0.100	8.8490
1616582348.817	0.087	8.8330
1616582359.815	0.085	8.8350
1616582370.819	0.080	8.8210
1616582381.841	0.101	8.8170
1616582392.824	0.085	8.8110
1616582403.821	0.082	8.8060
1616582414.818	0.087	8.8020
1616582425.831	0.101	8.7910
1616582436.814	0.083	8.7830
1616582447.824	0.084	8.7840
1616582458.817	0.087	8.7740
1616582469.815	0.084	8.7670
1616582480.832	0.094	8.7670
1616582491.823	0.084	8.7550
1616582502.826	0.094	8.7480
1616582513.833	0.103	8.7450
1616582524.823	0.092	8.7420
1616582535.841	0.104	8.7360
1616582546.830	0.092	8.7310
1616582557.809	0.079	8.7230
1616582568.832	0.102	8.7250
1616582579.815	0.084	8.7200
1616582590.833	0.094	8.7150
1616582601.821	0.084	8.7100
1616582612.817	0.086	8.7100
1616582623.831	0.100	8.7030
1616582634.840	0.102	8.6970
1616582645.830	0.091	8.6920
1616582656.807	0.077	8.6910
1616582667.842	0.103	8.6810
1616582678.833	0.093	8.6810
1616582689.824	0.083	8.6770
1616582700.825	0.095	8.6710
1616582711.823	0.093	8.6690
1616582722.834	0.097	8.6660
1616582733.832	0.093	8.6580
1616582744.839	0.100	8.6600
1616582755.826	0.094	8.6550
1616582766.816	0.085	8.6550
1616582777.851	0.114	8.6490
1616582788.815	0.084	8.6430
1616582799.834	0.095	8.6440
1616582810.849	0.109	8.6400
1616582821.845	0.108	8.6380
1616582832.815	0.084	8.6330
1616582843.824	0.086	8.6290
1616582854.830	0.090	8.6300
1616582865.823	0.092	8.6280
1616582876.847	0.111	8.6170
1616582887.823	0.086	8.6180
1616582898.816	0.077	8.6170
1616582909.818	0.087	8.6170
1616582920.846	0.116	8.6120
1616582931.840	0.103	8.6080
1616582942.822	0.085	8.6070
1616582953.817	0.086	8.6040
1616582964.815	0.085	8.6020
1616582975.827	0.087	8.6060
1616582986.842	0.104	8.5950
1616582997.825	0.084	8.5950
1616583008.839	0.100	8.5940
1616583019.816	0.086	8.5950
1616583030.842	0.105	8.5910
1616583041.852	0.112	8.5880
1616583052.853	0.122	8.5850
1616583063.848	0.106	8.5900
1616583074.832	0.102	8.5840
1616583085.839	0.109	8.5790
1616583096.832	0.094	8.5830
1616583107.854	0.116	8.5760
1616583118.832	0.101	8.5790
1616583129.832	0.095	8.5780
1616583140.855	0.118	8.5690
1616583151.840	0.101	8.5740
1616583162.840	0.100	8.5690
1616583173.847	0.107	8.5680
1616583184.824	0.094	8.5650
1616583195.830	0.099	8.5670
1616583206.857	0.117	8.5580
1616583217.845	0.108	8.5600
1616583228.823	0.092	8.5620
1616583239.849	0.112	8.5560
1616583250.849	0.108	8.5580
1616583261.854	0.115	8.5550
1616583272.831	0.101	8.5580
1616583283.840	0.102	8.5500
1616583294.846	0.108	8.5550
1616583305.832	0.102	8.5490
1616583316.823	0.093	8.5510
1616583327.840	0.104	8.5520
1616583338.841	0.099	8.5470
1616583349.848	0.106	8.5480
1616583360.841	0.110	8.5470
1616583371.846	0.116	8.5420
1616583382.848	0.110	8.5460
1616583393.838	0.100	8.5440
1616583404.840	0.110	8.5410
1616583415.841	0.110	8.5420
1616583426.831	0.100	8.5380
1616583437.818	0.078	8.5380
1616583448.840	0.103	8.5410
1616583459.839	0.101	8.5340
1616583470.840	0.099	8.5360
1616583481.839	0.096	8.5360
1616583492.838	0.108	8.5320
1616583503.841	0.100	8.5360
1616583514.824	0.085	8.5300
1616583525.824	0.084	8.5290
1616583536.818	0.088	8.5320
1616583547.816	0.085	8.5300
1616583558.826	0.088	8.5300
1616583569.833	0.095	8.5290
1616583580.824	0.087	8.5300
1616583591.831	0.093	8.5260
1616583602.838	0.097	8.5270
1616583613.831	0.100	8.5300
1616583624.833	0.095	8.5250
1616583635.830	0.093	8.5270
1616583646.841	0.109	8.5230
1616583657.824	0.094	8.5190
1616583668.831	0.100	8.5250
1616583679.832	0.095	8.5220
1616583690.830	0.092	8.5230
1616583701.817	0.086	8.5160
1616583712.823	0.092	8.5200
1616583723.825	0.088	8.5250
1616583734.847	0.110	8.5200
1616583745.823	0.084	8.5140
1616583756.826	0.095	8.5190
1616583767.824	0.093	8.5200
1616583778.822	0.091	8.5140
1616583789.842	0.101	8.5140
1616583800.839	0.102	8.5160
1616583811.831	0.090	8.5130
1616583822.816	0.086	8.5140
1616583833.838	0.108	8.5140
1616583844.826	0.086	8.5140
1616583855.842	0.101	8.5100
1616583866.824	0.086	8.5090
1616583877.839	0.100	8.5140
1616583888.826	0.096	8.5140
1616583899.817	0.086	8.5090
1616583910.833	0.102	8.5130
1616583921.838	0.108	8.5090
1616583932.841	0.102	8.5080
1616583943.815	0.077	8.5090
1616583954.833	0.103	8.5080
1616583965.831	0.100	8.5090
1616583976.833	0.096	8.5130
1616583987.838	0.101	8.5090
1616583998.834	0.103	8.5090
1616584009.824	0.093	8.5110
1616584020.831	0.100	8.5030
1616584031.817	0.078	8.5030
1616584042.839	0.101	8.5090
1616584053.817	0.087	8.5060
1616584064.831	0.101	8.5080
1616584075.834	0.097	8.5090
1616584086.832	0.095	8.5040
1616584097.824	0.086	8.4990
1616584108.824	0.085	8.5050
1616584119.826	0.095	8.5080
1616584130.856	0.126	8.5040
1616584141.822	0.092	8.5050
1616584152.833	0.094	8.5030
1616584163.831	0.093	8.5040
1616584174.861	0.121	8.5040
1616584185.814	0.084	8.5030
1616584196.833	0.093	8.5030
1616584207.855	0.116	8.5040
1616584218.879	0.138	8.4980
1616584229.873	0.141	8.5040
1616584240.871	0.141	8.5020
1616584251.846	0.116	8.5030
1616584262.873	0.135	8.4980
1616584273.880	0.142	8.4980
1616584284.854	0.117	8.5040
1616584295.850	0.118	8.5030
1616584306.871	0.141	8.5030
1616584317.870	0.140	8.4980
1616584328.825	0.087	8.5030
1616584339.871	0.133	8.4980
1616584350.815	0.076	8.4980
1616584361.873	0.142	8.5030
1616584372.864	0.133	8.4980
1616584383.872	0.141	8.4980
1616584394.869	0.138	8.4990
1616584405.818	0.078	8.4970
1616584416.846	0.109	8.5000
1616584427.846	0.105	8.4980
1616584438.839	0.109	8.4980
1616584449.841	0.103	8.5020
1616584460.872	0.134	8.4990
1616584471.885	0.148	8.4940
1616584482.840	0.110	8.4980
1616584493.880	0.149	8.4970
1616584504.806	0.076	8.4970
1616584515.842	0.101	8.4980
1616584526.878	0.140	8.4970
1616584537.880	0.149	8.4930
1616584548.878	0.147	8.4970
1616584559.890	0.151	8.4980
1616584570.878	0.141	8.4980
1616584581.885	0.146	8.4950
1616584592.807	0.076	8.4980
1616584603.875	0.134	8.4950
1616584614.872	0.134	8.5000
1616584625.880	0.138	8.4960
1616584636.878	0.137	8.4930
1616584647.855	0.124	8.4960
1616584658.873	0.136	8.4930
1616584669.855	0.117	8.4930
1616584691.902	0.160	8.4950
1616584702.849	0.118	8.4980
1616584713.848	0.117	8.4980
1616584724.894	0.164	8.4930
1616584735.900	0.170	8.4970
1616584746.879	0.142	8.4980
1616584757.894	0.157	8.4930
1616584768.893	0.153	8.4950
1616584779.862	0.132	8.4940
1616584790.864	0.127	8.4950
1616584801.866	0.125	8.4940
1616584812.865	0.124	8.4940
1616584823.894	0.156	8.4960
1616584834.901	0.161	8.4970
1616584845.863	0.132	8.4950
1616584856.865	0.129	8.4920
1616584867.888	0.150	8.4980
1616584878.888	0.147	8.4950
1616584889.893	0.154	8.4930
1616584900.887	0.156	8.5000
1616584911.861	0.131	8.4930
1616584922.873	0.135	8.4930
1616584933.856	0.116	8.4930
1616584944.885	0.146	8.4980
1616584955.865	0.134	8.4910
1616584966.856	0.125	8.4920
1616584977.855	0.125	8.4980
1616584988.880	0.144	8.4920
1616584999.888	0.150	8.4930
1616585010.839	0.102	8.5000
1616585021.862	0.122	8.4930
1616585032.832	0.102	8.4900
1616585043.878	0.148	8.4920
1616585054.880	0.142	8.4980
1616585065.858	0.116	8.4930
1616585076.862	0.123	8.4970
1616585087.848	0.117	8.4930
1616585098.846	0.116	8.4940
1616585109.849	0.110	8.4950
1616585131.855	0.116	8.5040
1616585142.855	0.114	8.5000
1616585153.848	0.118	8.5070
1616585164.872	0.142	8.5050
1616585175.848	0.117	8.5110
1616585186.846	0.115	8.5160
1616585197.849	0.108	8.5250
1616585208.871	0.132	8.5270
1616585219.877	0.138	8.5290
1616585230.840	0.109	8.5440
1616585241.846	0.116	8.5450
1616585252.850	0.110	8.5510
1616585263.849	0.109	8.5650
1616585274.863	0.125	8.5630
1616585285.837	0.099	8.5810
1616585296.841	0.110	8.5850
1616585318.830	0.100	8.6090
1616585329.865	0.127	8.6170
1616585351.871	0.134	8.6380
1616585362.871	0.133	8.6440
1616585373.862	0.124	8.6560
1616585384.825	0.095	8.6710
1616585395.857	0.125	8.6800
1616585406.863	0.131	8.6930
1616585417.864	0.127	8.7100
1616585428.830	0.093	8.7240
1616585439.834	0.103	8.7250
1616585450.833	0.102	8.7570
1616585461.832	0.101	8.7660
1616585472.831	0.100	8.7730
1616585483.858	0.119	8.8000
1616585494.840	0.100	8.8070
1616585505.854	0.114	8.8250
1616585516.825	0.094	8.8430
1616585527.855	0.125	8.8560
1616585538.829	0.098	8.8720
1616585549.854	0.115	8.8870
1616585571.832	0.100	8.9170
1616585582.832	0.095	8.9390
1616585593.846	0.109	8.9530
1616585604.857	0.126	8.9760
1616585615.856	0.125	8.9870
1616585626.846	0.115	9.0090
1616585637.833	0.095	9.0280
1616585648.849	0.107	9.0440
1616585659.854	0.115	9.0650
1616585670.840	0.110	9.0820
1616585681.871	0.141	9.1030
1616585692.838	0.108	9.1230
1616585703.873	0.135	9.1420
1616585714.855	0.116	9.1600
1616585725.822	0.082	9.1770
1616585736.825	0.094	9.2040
1616585747.821	0.090	9.2140
1616585758.822	0.085	9.2390
1616585769.841	0.110	9.2610
1616585791.846	0.116	9.2990
1616585802.866	0.127	9.3250
1616585813.817	0.079	9.3410
1616585824.862	0.125	9.3680
1616585835.870	0.130	9.3850
1616585846.856	0.125	9.4030
1616585857.862	0.131	9.4440
1616585868.867	0.127	9.4500
1616585879.863	0.126	9.4770
1616585890.869	0.130	9.5030
1616585901.807	0.076	9.5220
1616585912.841	0.101	9.5440
1616585923.838	0.099	9.5640
1616585934.831	0.101	9.5930
1616585945.857	0.121	9.6160
1616585956.857	0.118	9.6330
1616585967.869	0.132	9.6600
1616585978.832	0.102	9.6840
1616585989.855	0.124	9.7010
1616586011.856	0.118	9.7530
1616586022.868	0.131	9.7740
1616586033.847	0.116	9.8000
1616586044.864	0.126	9.8200
1616586055.862	0.125	9.8400
1616586066.869	0.130	9.8660
1616586077.855	0.124	9.8900
1616586088.833	0.096	9.9140
1616586099.865	0.126	9.9410
1616586110.854	0.117	9.9590
1616586121.855	0.114	9.9850
1616586132.857	0.127	10.0140
1616586143.857	0.127	10.0310
1616586154.863	0.132	10.0550
1616586165.855	0.118	10.0870
1616586176.855	0.116	10.1050
1616586187.854	0.114	10.1330
1616586198.856	0.125	10.1590
1616586209.854	0.124	10.1770
1616586231.854	0.116	10.2300
1616586242.839	0.109	10.2490
1616586253.857	0.119	10.2880
1616586264.841	0.100	10.2990
1616586275.846	0.106	10.3270
1616586286.847	0.116	10.3560
1616586297.856	0.118	10.3730
1616586308.838	0.102	10.4080
1616586319.840	0.100	10.4340
1616586330.838	0.098	10.4510
1616586341.841	0.110	10.4830
1616586352.816	0.085	10.5010
1616586363.849	0.113	10.5290
1616586374.850	0.111	10.5540
1616586385.842	0.102	10.5770
1616586396.848	0.111	10.6010
1616586407.846	0.109	10.6310
1616586418.826	0.095	10.6500
1616586429.841	0.110	10.6840
1616586451.838	0.108	10.7210
1616586462.848	0.110	10.7680
1616586473.847	0.109	10.7800
1616586484.839	0.099	10.8000
1616586495.823	0.093	10.8450
1616586506.850	0.112	10.8450
1616586517.849	0.110	10.8940
1616586528.846	0.109	10.9080
1616586539.847	0.106	10.9270
1616586550.833	0.102	10.9700
1616586561.840	0.109	10.9790
1616586572.838	0.108	11.0140
1616586583.834	0.093	11.0400
1616586594.838	0.100	11.0530
1616586605.824	0.094	11.0930
1616586616.839	0.109	11.1160
1616586627.848	0.112	11.1260
1616586638.825	0.084	11.1780
1616586649.838	0.098	11.1760
1616586671.823	0.092	11.2470
1616586682.841	0.102	11.2510
1616586693.830	0.091	11.3030
1616586704.839	0.109	11.3140
1616586715.834	0.095	11.3380
1616586726.838	0.102	11.3750
1616586737.846	0.106	11.3830
1616586748.823	0.092	11.4190
1616586759.840	0.102	11.4460
1616586770.838	0.100	11.4550
1616586781.825	0.095	11.5070
1616586792.831	0.101	11.5060
1616586803.841	0.102	11.5420
1616586814.831	0.092	11.5810
1616586825.833	0.102	11.5810
1616586836.831	0.100	11.6290
1616586847.825	0.086	11.6420
1616586858.822	0.085	11.6630
1616586869.825	0.094	11.7050
1616586891.830	0.099	11.7450
1616586902.833	0.092	11.7700
1616586913.824	0.083	11.7860
1616586924.834	0.104	11.8240
1616586935.823	0.093	11.8470
1616586946.841	0.104	11.8610
1616586957.831	0.095	11.9050
1616586968.830	0.092	11.9120
1616586979.815	0.085	11.9420
1616586990.839	0.102	11.9800
1616587001.845	0.105	11.9820
1616587012.815	0.084	12.0290
1616587023.842	0.101	12.0460
1616587034.821	0.084	12.0590
1616587045.831	0.101	12.1060
1616587056.825	0.088	12.1110
1616587067.841	0.102	12.1450
1616587078.839	0.101	12.1770
1616587089.816	0.085	12.1790
1616587111.832	0.093	12.2420
1616587122.815	0.076	12.2640
1616587133.833	0.103	12.3120
1616587144.823	0.093	12.3060
1616587155.841	0.103	12.3570
1616587166.822	0.084	12.3660
1616587177.816	0.086	12.3890
1616587188.814	0.084	12.4330
1616587199.830	0.092	12.4330
1616587210.832	0.102	12.4760
1616587221.829	0.099	12.5000
1616587232.825	0.084	12.5110
1616587243.845	0.106	12.5520
1616587254.808	0.078	12.5690
1616587265.807	0.077	12.5840
1616587276.825	0.086	12.6280
1616587287.832	0.092	12.6310
1616587298.817	0.086	12.6720
1616587309.806	0.076	12.6960
1616587331.839	0.100	12.7490
1616587342.826	0.095	12.7610
1616587353.832	0.102	12.7870
1616587364.831	0.100	12.8140
1616587375.824	0.085	12.8350
1616587386.823	0.084	12.8580
1616587397.826	0.095	12.8850
1616587408.824	0.093	12.9070
1616587419.844	0.114	12.9290
1616587430.824	0.084	12.9600
1616587441.824	0.094	12.9770
1616587452.821	0.091	13.0090
1616587463.830	0.094	13.0260
1616587474.831	0.091	13.0530
1616587485.823	0.093	13.0810
1616587496.817	0.080	13.0940
1616587507.832	0.094	13.1310
1616587518.832	0.092	13.1490
1616587529.816	0.086	13.1690
1616587551.836	0.106	13.2110
1616587562.847	0.108	13.2530
1616587573.842	0.111	13.2690
1616587584.832	0.101	13.2850
1616587595.833	0.096	13.3280
1616587606.841	0.100	13.3310
1616587617.855	0.115	13.3730
1616587628.840	0.109	13.3890
1616587639.821	0.090	13.4070
1616587650.821	0.084	13.4450
1616587661.839	0.109	13.4560
1616587672.840	0.101	13.4870
1616587683.841	0.099	13.5130
1616587694.845	0.105	13.5310
1616587705.807	0.075	13.5630
1616587716.841	0.100	13.5770
1616587727.855	0.115	13.6100
1616587738.807	0.077	13.6300
1616587749.832	0.095	13.6460
1616587771.834	0.095	13.6950
1616587782.839	0.098	13.7200
1616587793.808	0.077	13.7500
1616587804.856	0.118	13.7670
1616587815.844	0.106	13.7900
1616587826.830	0.100	13.8140
1616587837.832	0.094	13.8400
1616587848.838	0.098	13.8600
1616587859.831	0.100	13.8920
1616587870.830	0.093	13.9080
1616587881.824	0.094	13.9350
1616587892.828	0.098	13.9530
1616587903.846	0.107	13.9840
1616587914.831	0.101	14.0030
1616587925.847	0.110	14.0240
1616587936.847	0.109	14.0480
1616587947.830	0.089	14.0750
1616587958.822	0.092	14.0910
1616587969.847	0.109	14.1180
1616587991.842	0.105	14.1570
