time (unix)	dt (s)	room (°C)	stage (°C)
1616592772.209	2.627	26.5687	25.4587
1616592782.207	2.623	26.5647	25.4601
1616592792.201	2.619	26.5653	25.4617
1616592802.210	2.626	26.5751	25.4549
1616592812.209	2.625	26.5731	25.4512
1616592822.206	2.624	26.5672	25.4494
1616592832.212	2.627	26.5638	25.4453
1616592842.198	2.623	26.5829	25.4471
1616592852.201	2.620	26.5955	25.4593
1616592862.211	2.626	26.6030	25.4593
1616592872.207	2.631	26.6021	25.4607
1616592882.204	2.628	26.6067	25.4653
1616592892.200	2.619	26.6094	25.4651
1616592902.211	2.626	26.6136	25.4582
1616592912.196	2.621	26.6094	25.4535
1616592922.210	2.626	26.6027	25.4530
1616592932.202	2.619	26.5978	25.4543
1616592942.209	2.626	26.5950	25.4495
1616592952.211	2.626	26.5920	25.4434
1616592962.214	2.631	26.5905	25.4456
1616592972.211	2.626	26.5796	25.4439
1616592982.196	2.620	26.5786	25.4474
1616592992.207	2.625	26.5744	25.4504
1616593002.205	2.622	26.5627	25.4527
1616593012.196	2.620	26.5511	25.4532
1616593022.206	2.620	26.5446	25.4497
1616593032.195	2.620	26.5651	25.4493
1616593042.209	2.625	26.5645	25.4449
1616593052.210	2.625	26.5667	25.4490
1616593062.211	2.626	26.5672	25.4481
1616593072.211	2.626	26.5899	25.4519
1616593082.208	2.628	26.6109	25.4574
1616593092.211	2.628	26.6109	25.4521
1616593102.198	2.621	26.6096	25.4474
1616593112.210	2.627	26.6107	25.4456
1616593122.198	2.622	26.6120	25.4475
1616593132.210	2.627	26.6127	25.4495
1616593142.210	2.627	26.6128	25.4467
1616593152.198	2.622	26.6038	25.4517
1616593162.208	2.622	26.5980	25.4560
1616593172.209	2.626	26.5877	25.4497
1616593182.207	2.620	26.5883	25.4529
1616593192.198	2.622	26.5959	25.4546
1616593202.201	2.620	26.6078	25.4511
1616593212.206	2.622	26.6005	25.4516
1616593222.198	2.622	26.5874	25.4540
1616593232.207	2.626	26.5867	25.4516
1616593242.207	2.625	26.5945	25.4456
1616593252.209	2.625	26.6005	25.4516
1616593262.209	2.622	26.5957	25.4519
1616593272.210	2.622	26.6035	25.4529
1616593282.211	2.624	26.6010	25.4503
1616593292.210	2.625	26.6089	25.4482
1616593302.209	2.623	26.6031	25.4471
1616593312.207	2.625	26.6026	25.4476
1616593322.207	2.625	26.6179	25.4457
1616593332.211	2.626	26.6241	25.4456
1616593342.208	2.626	26.6202	25.4470
1616593352.210	2.627	26.6043	25.4461
1616593362.211	2.626	26.6006	25.4493
1616593372.194	2.619	26.5965	25.4492
1616593382.205	2.630	26.5993	25.4498
1616593392.202	2.619	26.6017	25.4591
1616593402.209	2.627	26.5909	25.4550
1616593412.210	2.628	26.5931	25.4533
1616593422.198	2.622	26.5833	25.4548
1616593432.207	2.625	26.5842	25.4592
1616593442.207	2.623	26.5868	25.4643
1616593452.201	2.619	26.6001	25.4554
1616593462.201	2.619	26.6052	25.4500
1616593472.209	2.627	26.6066	25.4466
1616593482.208	2.626	26.5976	25.4479
1616593492.211	2.626	26.5847	25.4491
1616593502.208	2.626	26.5847	25.4467
1616593512.208	2.624	26.5766	25.4448
1616593522.209	2.626	26.5868	25.4439
1616593532.208	2.624	26.6057	25.4425
1616593542.209	2.621	26.6083	25.4434
1616593552.208	2.626	26.5944	25.4453
1616593562.208	2.625	26.5901	25.4501
1616593572.205	2.622	26.5897	25.4481
1616593582.197	2.621	26.5907	25.4445
1616593592.208	2.625	26.5937	25.4464
1616593602.211	2.624	26.5984	25.4461
1616593612.204	2.621	26.5887	25.4502
1616593622.196	2.620	26.5836	25.4480
1616593632.209	2.627	26.5876	25.4481
1616593642.207	2.625	26.5832	25.4456
1616593652.210	2.626	26.5912	25.4497
1616593662.207	2.625	26.6046	25.4485
1616593672.212	2.624	26.5851	25.4456
1616593682.199	2.617	26.5806	25.4468
1616593692.201	2.619	26.5797	25.4476
1616593702.210	2.627	26.5884	25.4452
1616593712.201	2.619	26.5992	25.4449
1616593722.208	2.627	26.6013	25.4459
1616593732.206	2.624	26.6048	25.4444
1616593742.195	2.619	26.5943	25.4459
1616593752.210	2.626	26.5845	25.4442
1616593762.208	2.627	26.5869	25.4449
1616593772.211	2.626	26.5980	25.4513
1616593782.209	2.627	26.5953	25.4503
1616593792.208	2.625	26.6016	25.4566
1616593802.206	2.626	26.6207	25.4528
1616593812.210	2.627	26.6246	25.4508
1616593822.210	2.627	26.6238	25.4479
1616593832.199	2.624	26.6197	25.4437
1616593842.194	2.619	26.5989	25.4469
1616593852.192	2.618	26.6061	25.4446
1616593862.194	2.619	26.6181	25.4486
1616593872.197	2.621	26.6308	25.4544
1616593882.208	2.626	26.6299	25.4512
1616593892.217	2.632	26.6120	25.4485
1616593902.202	2.620	26.6141	25.4465
1616593912.207	2.624	26.6192	25.4458
1616593922.209	2.624	26.6220	25.4452
1616593932.209	2.625	26.6122	25.4454
1616593942.208	2.625	26.6185	25.4427
1616593952.202	2.619	26.6184	25.4479
1616593962.208	2.626	26.6004	25.4514
1616593972.211	2.626	26.5934	25.4463
1616593982.211	2.628	26.5950	25.4483
1616593992.196	2.622	26.6055	25.4443
1616594002.210	2.626	26.5991	25.4435
1616594012.208	2.626	26.5850	25.4432
1616594022.209	2.627	26.5785	25.4380
1616594032.207	2.624	26.5655	25.4447
1616594042.209	2.626	26.5627	25.4456
1616594052.206	2.625	26.5683	25.4447
1616594062.208	2.625	26.5608	25.4458
1616594072.207	2.621	26.5560	25.4438
1616594082.196	2.620	26.5724	25.4423
1616594092.207	2.624	26.5811	25.4435
1616594102.206	2.622	26.5851	25.4468
1616594112.203	2.626	26.5827	25.4483
1616594122.206	2.623	26.5798	25.4567
1616594132.207	2.623	26.5862	25.4501
1616594142.206	2.625	26.5856	25.4428
1616594152.209	2.627	26.5834	25.4432
1616594162.206	2.624	26.5815	25.4398
1616594172.200	2.618	26.5882	25.4381
1616594182.209	2.626	26.5878	25.4375
1616594192.208	2.625	26.5779	25.4406
1616594202.215	2.629	26.5663	25.4391
1616594212.208	2.623	26.5697	25.4393
1616594222.206	2.625	26.5685	25.4420
1616594232.210	2.622	26.5640	25.4423
1616594242.209	2.622	26.5569	25.4468
1616594252.209	2.624	26.5634	25.4475
1616594262.209	2.622	26.5562	25.4569
1616594272.208	2.626	26.5581	25.4485
1616594282.209	2.625	26.5680	25.4488
1616594292.208	2.623	26.5770	25.4484
1616594302.210	2.627	26.5710	25.4465
1616594312.208	2.627	26.5743	25.4545
1616594322.208	2.626	26.5742	25.4519
1616594332.210	2.627	26.5917	25.4465
1616594342.198	2.622	26.5965	25.4437
1616594352.210	2.626	26.6065	25.4418
1616594362.210	2.627	26.6078	25.4373
1616594372.207	2.624	26.6018	25.4443
1616594382.210	2.625	26.5988	25.4479
1616594392.209	2.623	26.5904	25.4487
1616594402.211	2.628	26.5944	25.4482
1616594412.198	2.622	26.6008	25.4455
1616594422.209	2.625	26.6048	25.4420
1616594432.206	2.622	26.6123	25.4429
1616594442.209	2.624	26.6073	25.4413
1616594452.208	2.626	26.6035	25.4429
1616594462.209	2.626	26.5810	25.4405
1616594472.209	2.626	26.5751	25.4478
1616594482.209	2.626	26.5722	25.4542
1616594492.209	2.625	26.5708	25.4473
1616594502.209	2.621	26.5855	25.4404
1616594512.210	2.625	26.6083	25.4416
1616594522.210	2.625	26.6230	25.4387
1616594532.209	2.624	26.6143	25.4350
1616594542.209	2.624	26.6116	25.4474
1616594552.209	2.626	26.6013	25.4401
1616594562.207	2.624	26.6068	25.4379
1616594572.197	2.615	26.6168	25.4389
1616594582.195	2.621	26.6128	25.4457
1616594592.207	2.625	26.6142	25.4440
1616594602.210	2.623	26.6163	25.4456
1616594612.209	2.622	26.6102	25.4548
1616594622.210	2.626	26.6008	25.4576
1616594632.206	2.621	26.6019	25.4468
1616594642.194	2.618	26.5931	25.4451
1616594652.195	2.621	26.5875	25.4418
1616594662.210	2.626	26.5749	25.4406
1616594672.216	2.632	26.5707	25.4449
1616594682.211	2.624	26.5935	25.4364
1616594692.211	2.627	26.6002	25.4345
1616594702.198	2.621	26.6018	25.4345
1616594712.211	2.628	26.6112	25.4329
1616594722.196	2.621	26.6199	25.4346
1616594732.206	2.622	26.6081	25.4335
1616594742.202	2.620	26.6018	25.4345
1616594752.209	2.625	26.6052	25.4425
1616594762.210	2.627	26.6032	25.4379
1616594772.207	2.625	26.6019	25.4409
1616594782.213	2.625	26.5981	25.4514
1616594792.192	2.618	26.5934	25.4484
1616594802.197	2.621	26.6027	25.4454
1616594812.203	2.619	26.5979	25.4444
1616594822.208	2.625	26.5986	25.4474
1616594832.198	2.616	26.6093	25.4526
1616594842.211	2.625	26.6229	25.4463
1616594852.209	2.627	26.6273	25.4412
1616594862.209	2.626	26.6165	25.4352
1616594872.200	2.619	26.6102	25.4341
1616594882.212	2.627	26.6062	25.4305
1616594892.197	2.621	26.6076	25.4399
1616594902.218	2.632	26.6131	25.4400
1616594912.199	2.619	26.6213	25.4496
1616594922.211	2.627	26.6282	25.4439
1616594932.194	2.618	26.6220	25.4416
1616594942.203	2.627	26.6199	25.4421
1616594952.215	2.629	26.6189	25.4412
1616594962.207	2.621	26.6043	25.4522
1616594972.196	2.622	26.6010	25.4472
1616594982.208	2.623	26.5942	25.4524
1616594992.206	2.624	26.5879	25.4414
1616595002.199	2.622	26.5971	25.4397
1616595012.209	2.627	26.6054	25.4367
1616595022.202	2.620	26.6068	25.4354
1616595032.192	2.618	26.6219	25.4312
1616595042.198	2.623	26.6142	25.4355
1616595052.210	2.627	26.6058	25.4337
1616595062.198	2.621	26.5922	25.4326
1616595072.209	2.627	26.5796	25.4355
1616595082.210	2.627	26.5759	25.4401
1616595092.209	2.626	26.5868	25.4414
1616595102.211	2.627	26.5880	25.4355
1616595112.199	2.622	26.5908	25.4376
1616595122.206	2.623	26.5915	25.4359
1616595132.218	2.633	26.5977	25.4371
1616595142.201	2.619	26.6131	25.4362
1616595152.211	2.625	26.6231	25.4434
1616595162.210	2.626	26.6227	25.4393
1616595172.210	2.627	26.6220	25.4376
1616595182.197	2.621	26.6287	25.4360
1616595192.210	2.624	26.6258	25.4342
1616595202.212	2.626	26.6186	25.4389
1616595212.193	2.618	26.6238	25.4353
1616595222.197	2.621	26.6077	25.4368
1616595232.203	2.617	26.6053	25.4329
1616595242.208	2.626	26.6134	25.4375
1616595252.209	2.625	26.6074	25.4412
1616595262.207	2.623	26.6020	25.4366
1616595272.208	2.625	26.5906	25.4342
1616595282.212	2.626	26.5803	25.4347
1616595292.199	2.623	26.5693	25.4389
1616595302.202	2.620	26.5856	25.4362
1616595312.210	2.626	26.6010	25.4362
1616595322.208	2.625	26.5957	25.4413
1616595332.200	2.617	26.5968	25.4405
1616595342.211	2.627	26.6019	25.4376
1616595352.195	2.619	26.6080	25.4415
1616595362.208	2.622	26.6138	25.4512
1616595372.196	2.620	26.6170	25.4471
1616595382.203	2.620	26.6094	25.4528
1616595392.197	2.621	26.6044	25.4471
1616595402.210	2.625	26.5930	25.4529
1616595412.206	2.624	26.5884	25.4448
1616595422.203	2.627	26.5872	25.4384
1616595432.206	2.620	26.5863	25.4392
1616595442.195	2.620	26.5958	25.4351
1616595452.211	2.627	26.5915	25.4319
1616595462.207	2.623	26.5941	25.4315
1616595472.212	2.627	26.5881	25.4346
1616595482.196	2.622	26.5881	25.4368
1616595492.202	2.620	26.5848	25.4348
1616595502.201	2.620	26.5837	25.4348
1616595512.210	2.626	26.5937	25.4323
1616595522.210	2.627	26.5973	25.4349
1616595532.193	2.617	26.6110	25.4361
1616595542.196	2.619	26.6199	25.4359
1616595552.210	2.627	26.6127	25.4378
1616595562.210	2.625	26.6133	25.4326
1616595572.210	2.624	26.6278	25.4352
1616595582.201	2.620	26.6283	25.4327
1616595592.200	2.618	26.6319	25.4279
1616595602.199	2.619	26.6233	25.4336
1616595612.208	2.625	26.6126	25.4375
1616595622.210	2.627	26.6029	25.4352
1616595632.196	2.621	26.5953	25.4316
1616595642.207	2.624	26.5939	25.4344
1616595652.207	2.624	26.5984	25.4375
1616595662.208	2.627	26.6128	25.4355
1616595672.207	2.626	26.6299	25.4358
1616595682.206	2.622	26.6243	25.4348
1616595692.208	2.622	26.6213	25.4379
1616595702.202	2.621	26.6192	25.4359
1616595712.197	2.622	26.6191	25.4361
1616595722.210	2.625	26.6188	25.4374
1616595732.211	2.627	26.6230	25.4399
1616595742.197	2.621	26.6118	25.4402
1616595752.211	2.623	26.6054	25.4458
1616595762.210	2.627	26.6073	25.4413
1616595772.195	2.621	26.6038	25.4370
1616595782.210	2.626	26.6079	25.4375
1616595792.210	2.627	26.6082	25.4368
1616595802.198	2.623	26.6011	25.4432
1616595812.209	2.626	26.6033	25.4406
1616595822.202	2.620	26.6074	25.4331
1616595832.193	2.619	26.6129	25.4497
1616595842.207	2.630	26.6264	25.4445
1616595852.198	2.622	26.6460	25.4399
1616595862.209	2.626	26.6420	25.4397
1616595872.208	2.625	26.6264	25.4366
1616595882.211	2.626	26.6088	25.4364
1616595892.199	2.622	26.6115	25.4503
1616595902.207	2.625	26.6130	25.4531
1616595912.211	2.625	26.6000	25.4452
1616595922.210	2.626	26.5865	25.4404
1616595932.200	2.618	26.5781	25.4480
1616595942.210	2.627	26.5862	25.4451
1616595952.205	2.623	26.5918	25.4442
1616595962.206	2.622	26.5969	25.4358
1616595972.198	2.621	26.6122	25.4359
1616595982.209	2.626	26.6206	25.4407
1616595992.209	2.625	26.6244	25.4373
1616596002.206	2.620	26.6196	25.4360
1616596012.198	2.620	26.6184	25.4327
1616596022.209	2.625	26.6166	25.4302
1616596032.212	2.626	26.6239	25.4301
1616596042.195	2.620	26.6212	25.4312
1616596052.206	2.622	26.6165	25.4321
1616596062.208	2.622	26.6147	25.4313
1616596072.210	2.625	26.6131	25.4329
1616596082.201	2.620	26.6119	25.4323
1616596092.207	2.625	26.6047	25.4349
1616596102.210	2.627	26.5987	25.4355
1616596112.197	2.620	26.5920	25.4336
1616596122.202	2.620	26.5943	25.4315
1616596132.210	2.627	26.5950	25.4392
1616596142.195	2.619	26.5865	25.4353
1616596152.198	2.621	26.5746	25.4338
1616596162.210	2.625	26.5885	25.4338
1616596172.206	2.622	26.5989	25.4471
1616596182.196	2.621	26.5970	25.4426
1616596192.211	2.626	26.6125	25.4378
1616596202.211	2.627	26.6168	25.4360
1616596212.195	2.620	26.6062	25.4365
1616596222.206	2.622	26.5882	25.4374
1616596232.210	2.626	26.5980	25.4343
1616596242.201	2.619	26.5970	25.4370
1616596252.210	2.627	26.5999	25.4412
1616596262.207	2.624	26.5996	25.4385
1616596272.210	2.627	26.5992	25.4373
1616596282.195	2.619	26.5974	25.4360
1616596292.210	2.626	26.5924	25.4337
1616596302.209	2.625	26.5815	25.4372
1616596312.207	2.623	26.5717	25.4326
1616596322.207	2.623	26.5734	25.4306
1616596332.208	2.626	26.5807	25.4393
1616596342.209	2.626	26.5967	25.4465
1616596352.209	2.625	26.5934	25.4466
1616596362.211	2.628	26.5911	25.4440
1616596372.196	2.621	26.5966	25.4412
1616596382.219	2.632	26.5952	25.4387
1616596392.207	2.626	26.5953	25.4496
1616596402.209	2.622	26.6017	25.4459
1616596412.208	2.625	26.5889	25.4419
1616596422.209	2.626	26.5802	25.4410
1616596432.209	2.626	26.5775	25.4365
1616596442.207	2.625	26.5772	25.4336
1616596452.211	2.627	26.5840	25.4325
1616596462.198	2.621	26.5865	25.4361
1616596472.209	2.626	26.5942	25.4320
1616596482.208	2.626	26.5904	25.4283
1616596492.212	2.627	26.5826	25.4342
1616596502.199	2.622	26.5916	25.4368
1616596512.209	2.626	26.5895	25.4448
1616596522.207	2.624	26.5820	25.4407
1616596532.208	2.627	26.5767	25.4409
1616596542.205	2.621	26.5686	25.4396
1616596552.205	2.629	26.5483	25.4362
1616596562.209	2.626	26.5536	25.4363
1616596572.206	2.623	26.5675	25.4407
1616596582.208	2.622	26.5799	25.4453
1616596592.209	2.626	26.5819	25.4512
1616596602.206	2.625	26.5862	25.4373
1616596612.208	2.625	26.6016	25.4345
1616596622.211	2.625	26.5981	25.4325
1616596632.211	2.627	26.5917	25.4296
1616596642.198	2.621	26.5993	25.4297
1616596652.206	2.625	26.5905	25.4284
1616596662.219	2.632	26.5823	25.4315
1616596672.210	2.626	26.5912	25.4275
1616596682.210	2.626	26.6065	25.4254
1616596692.209	2.627	26.6049	25.4309
1616596702.201	2.620	26.5955	25.4296
1616596712.207	2.624	26.5800	25.4276
1616596722.210	2.625	26.5835	25.4364
1616596732.206	2.622	26.5754	25.4378
1616596742.196	2.620	26.5704	25.4450
1616596752.202	2.620	26.5696	25.4432
1616596762.197	2.621	26.5812	25.4399
1616596772.202	2.620	26.5850	25.4359
1616596782.196	2.619	26.5724	25.4317
1616596792.209	2.625	26.5678	25.4407
1616596802.198	2.616	26.5684	25.4338
1616596812.210	2.626	26.5678	25.4421
1616596822.207	2.626	26.5726	25.4378
1616596832.204	2.622	26.5784	25.4350
1616596842.196	2.619	26.5706	25.4338
1616596852.209	2.626	26.5565	25.4318
1616596862.209	2.625	26.5615	25.4269
1616596872.200	2.618	26.5656	25.4267
1616596882.208	2.625	26.5867	25.4240
1616596892.209	2.625	26.6020	25.4331
1616596902.212	2.626	26.6026	25.4268
1616596912.204	2.627	26.5944	25.4398
1616596922.202	2.619	26.5927	25.4367
1616596932.208	2.627	26.5935	25.4331
1616596942.209	2.625	26.5930	25.4312
1616596952.212	2.627	26.5851	25.4345
1616596962.198	2.621	26.5871	25.4415
1616596972.209	2.622	26.5999	25.4303
1616596982.208	2.622	26.6096	25.4314
1616596992.210	2.627	26.6125	25.4319
1616597002.196	2.621	26.6254	25.4307
1616597012.209	2.627	26.6278	25.4323
1616597022.202	2.620	26.6276	25.4292
1616597032.203	2.627	26.6257	25.4337
1616597042.207	2.626	26.6194	25.4309
1616597052.211	2.627	26.5982	25.4295
1616597062.198	2.621	26.5835	25.4337
1616597072.208	2.622	26.5780	25.4326
1616597082.211	2.627	26.5808	25.4468
1616597092.197	2.620	26.5843	25.4420
1616597102.206	2.620	26.5755	25.4355
1616597112.195	2.620	26.5844	25.4356
1616597122.208	2.622	26.6032	25.4359
1616597132.211	2.627	26.6228	25.4327
1616597142.196	2.621	26.6233	25.4321
1616597152.209	2.627	26.6087	25.4365
1616597162.209	2.626	26.6042	25.4346
1616597172.208	2.626	26.6028	25.4356
1616597182.207	2.620	26.6028	25.4319
1616597192.196	2.621	26.5862	25.4334
1616597202.220	2.632	26.5833	25.4363
1616597212.203	2.620	26.5945	25.4357
1616597222.199	2.622	26.6071	25.4373
1616597232.205	2.624	26.6052	25.4356
1616597242.207	2.630	26.6019	25.4393
1616597252.198	2.622	26.6140	25.4369
1616597262.210	2.628	26.6248	25.4360
1616597272.200	2.623	26.6228	25.4321
1616597282.197	2.622	26.6296	25.4358
1616597292.206	2.621	26.6311	25.4380
1616597302.207	2.630	26.6377	25.4349
1616597312.198	2.621	26.6480	25.4344
1616597322.208	2.622	26.6424	25.4321
1616597332.210	2.625	26.6341	25.4303
1616597342.200	2.620	26.6343	25.4276
1616597352.211	2.627	26.6369	25.4294
1616597362.195	2.621	26.6440	25.4312
1616597372.210	2.627	26.6424	25.4314
1616597382.208	2.626	26.6353	25.4294
1616597392.207	2.622	26.6151	25.4426
1616597402.197	2.623	26.6065	25.4371
1616597412.210	2.627	26.6028	25.4309
1616597422.199	2.622	26.6154	25.4336
1616597432.209	2.625	26.6128	25.4310
1616597442.210	2.626	26.6108	25.4291
1616597452.210	2.628	26.6089	25.4319
1616597462.199	2.623	26.6024	25.4297
1616597472.209	2.626	26.5934	25.4295
1616597482.210	2.627	26.5886	25.4265
1616597492.211	2.628	26.5928	25.4460
1616597502.198	2.623	26.5951	25.4431
1616597512.208	2.625	26.5857	25.4396
1616597522.211	2.626	26.5877	25.4329
1616597532.211	2.628	26.5938	25.4334
1616597542.197	2.621	26.6003	25.4324
1616597552.219	2.633	26.5956	25.4309
1616597562.208	2.627	26.5864	25.4356
1616597572.209	2.624	26.5812	25.4371
1616597582.206	2.624	26.5894	25.4363
1616597592.208	2.626	26.5913	25.4330
1616597602.210	2.625	26.5784	25.4304
1616597612.206	2.623	26.5895	25.4324
1616597622.209	2.623	26.6001	25.4307
1616597632.207	2.625	26.6093	25.4330
1616597642.211	2.625	26.6226	25.4386
1616597652.210	2.627	26.6132	25.4328
1616597662.208	2.626	26.5903	25.4427
1616597672.200	2.619	26.6052	25.4401
1616597682.211	2.627	26.6007	25.4391
1616597692.199	2.622	26.6040	25.4370
1616597702.209	2.627	26.6116	25.4394
1616597712.209	2.626	26.6110	25.4408
1616597722.210	2.627	26.6073	25.4405
1616597732.209	2.626	26.6089	25.4354
1616597742.209	2.626	26.6123	25.4345
1616597752.208	2.625	26.6032	25.4335
1616597762.209	2.623	26.5971	25.4298
1616597772.210	2.627	26.5951	25.4332
1616597782.209	2.625	26.5894	25.4381
1616597792.208	2.625	26.5922	25.4446
1616597802.217	2.630	26.6018	25.4425
1616597812.218	2.633	26.6046	25.4381
1616597822.208	2.626	26.6092	25.4338
1616597832.208	2.621	26.6101	25.4288
1616597842.202	2.626	26.6101	25.4313
1616597852.196	2.620	26.6081	25.4295
1616597862.210	2.624	26.6192	25.4297
1616597872.207	2.622	26.6204	25.4307
1616597882.196	2.620	26.6227	25.4283
1616597892.210	2.625	26.6103	25.4316
1616597902.207	2.624	26.6088	25.4288
1616597912.207	2.621	26.6063	25.4314
1616597922.208	2.624	26.6040	25.4319
1616597932.210	2.626	26.6018	25.4293
1616597942.200	2.617	26.5929	25.4217
1616597952.209	2.625	26.6010	25.4306
1616597962.210	2.625	26.6107	25.4317
1616597972.209	2.625	26.6195	25.4303
1616597982.208	2.623	26.6284	25.4308
1616597992.210	2.625	26.6193	25.4297
1616598002.206	2.624	26.6171	25.4354
1616598012.211	2.626	26.6121	25.4359
1616598022.205	2.629	26.6205	25.4331
1616598032.205	2.622	26.6368	25.4365
1616598042.198	2.622	26.6366	25.4309
1616598052.210	2.625	26.6300	25.4323
1616598062.201	2.617	26.6234	25.4346
1616598072.211	2.627	26.6219	25.4334
1616598082.198	2.622	26.6120	25.4371
1616598092.218	2.634	26.6145	25.4390
1616598102.210	2.627	26.6378	25.4419
1616598112.196	2.622	26.6350	25.4448
1616598122.207	2.622	26.6139	25.4402
1616598132.196	2.620	26.6011	25.4360
1616598142.211	2.627	26.6024	25.4336
1616598152.194	2.619	26.6006	25.4319
1616598162.209	2.623	26.6022	25.4280
1616598172.207	2.625	26.6040	25.4281
1616598182.206	2.623	26.6158	25.4354
1616598192.196	2.621	26.6234	25.4353
1616598202.207	2.621	26.6163	25.4370
1616598212.197	2.622	26.6141	25.4287
1616598222.207	2.622	26.6127	25.4261
1616598232.193	2.619	26.6053	25.4244
1616598242.197	2.621	26.6088	25.4282
1616598252.201	2.619	26.6029	25.4305
1616598262.211	2.626	26.6042	25.4287
1616598272.210	2.628	26.6074	25.4311
1616598282.198	2.622	26.6004	25.4403
