time (unix)	dt (s)	room (°C)	stage (°C)
1616586122.200	2.615	26.5690	25.4677
1616586132.199	2.615	26.5742	25.4705
1616586142.194	2.620	26.5837	25.4677
1616586152.200	2.615	26.5767	25.4664
1616586162.200	2.615	26.5713	25.4711
1616586172.199	2.615	26.5573	25.4707
1616586182.205	2.620	26.5326	25.4661
1616586192.195	2.620	26.5332	25.4617
1616586202.200	2.615	26.5403	25.4607
1616586212.200	2.615	26.5525	25.4603
1616586222.199	2.615	26.5530	25.4642
1616586232.200	2.615	26.5531	25.4649
1616586242.205	2.620	26.5651	25.4624
1616586252.197	2.621	26.5772	25.4603
1616586262.198	2.615	26.5744	25.4574
1616586272.194	2.620	26.5720	25.4634
1616586282.206	2.620	26.5708	25.4667
1616586292.197	2.621	26.5583	25.4635
1616586302.206	2.620	26.5461	25.4627
1616586312.195	2.621	26.5543	25.4628
1616586322.198	2.615	26.5515	25.4612
1616586332.195	2.620	26.5401	25.4623
1616586342.199	2.615	26.5492	25.4625
1616586352.194	2.620	26.5651	25.4650
1616586362.200	2.615	26.5631	25.4719
1616586372.198	2.615	26.5762	25.4701
1616586382.196	2.621	26.5636	25.4718
1616586392.197	2.615	26.5629	25.4691
1616586402.196	2.620	26.5660	25.4653
1616586412.198	2.615	26.5781	25.4639
1616586422.195	2.620	26.5878	25.4619
1616586432.199	2.615	26.5960	25.4625
1616586442.206	2.620	26.6040	25.4598
1616586452.196	2.621	26.6039	25.4561
1616586462.197	2.615	26.5974	25.4589
1616586472.195	2.620	26.5901	25.4599
1616586482.200	2.615	26.5767	25.4592
1616586492.200	2.615	26.5682	25.4591
1616586502.201	2.615	26.5665	25.4622
1616586512.198	2.615	26.5637	25.4619
1616586522.194	2.620	26.5721	25.4621
1616586532.200	2.615	26.5803	25.4589
1616586542.200	2.615	26.5875	25.4577
1616586552.199	2.615	26.5746	25.4623
1616586562.207	2.620	26.5673	25.4643
1616586572.195	2.620	26.5761	25.4653
1616586582.198	2.615	26.5705	25.4632
1616586592.194	2.620	26.5788	25.4622
1616586602.200	2.615	26.5864	25.4602
1616586612.199	2.615	26.5793	25.4593
1616586622.194	2.620	26.5781	25.4598
1616586632.206	2.620	26.5885	25.4604
1616586642.195	2.620	26.5798	25.4619
1616586652.199	2.615	26.5761	25.4639
1616586662.194	2.620	26.5742	25.4717
1616586672.194	2.620	26.5765	25.4691
1616586682.200	2.615	26.5753	25.4667
1616586692.198	2.615	26.5797	25.4655
1616586702.194	2.620	26.5812	25.4656
1616586712.206	2.620	26.5791	25.4601
1616586722.194	2.620	26.5803	25.4614
1616586732.206	2.620	26.5839	25.4640
1616586742.195	2.620	26.5810	25.4610
1616586752.198	2.615	26.5852	25.4668
1616586762.195	2.620	26.5729	25.4664
1616586772.200	2.615	26.5636	25.4636
1616586782.199	2.615	26.5566	25.4660
1616586792.194	2.620	26.5461	25.4630
1616586802.206	2.620	26.5446	25.4643
1616586812.195	2.620	26.5416	25.4627
1616586822.200	2.615	26.5383	25.4610
1616586832.199	2.615	26.5375	25.4611
1616586842.200	2.615	26.5404	25.4593
1616586852.199	2.615	26.5412	25.4611
1616586862.198	2.615	26.5498	25.4625
1616586872.196	2.620	26.5603	25.4589
1616586882.196	2.615	26.5645	25.4598
1616586892.195	2.620	26.5686	25.4634
1616586902.206	2.620	26.5808	25.4705
1616586912.194	2.620	26.5806	25.4673
1616586922.194	2.620	26.5679	25.4669
1616586932.194	2.620	26.5572	25.4631
1616586942.200	2.615	26.5666	25.4615
1616586952.199	2.615	26.5626	25.4604
1616586962.200	2.615	26.5604	25.4624
1616586972.199	2.615	26.5594	25.4639
1616586982.206	2.620	26.5757	25.4713
1616586992.194	2.620	26.5859	25.4670
1616587002.194	2.620	26.5752	25.4671
1616587012.200	2.616	26.5624	25.4638
1616587022.199	2.615	26.5478	25.4632
1616587032.201	2.615	26.5606	25.4647
1616587042.198	2.615	26.5636	25.4616
1616587052.195	2.620	26.5677	25.4583
1616587062.199	2.615	26.5518	25.4591
1616587072.199	2.615	26.5504	25.4580
1616587082.194	2.620	26.5557	25.4573
1616587092.196	2.620	26.5539	25.4659
1616587102.197	2.615	26.5472	25.4656
1616587112.195	2.620	26.5481	25.4617
1616587122.199	2.615	26.5527	25.4579
1616587132.199	2.615	26.5522	25.4592
1616587142.199	2.615	26.5465	25.4602
1616587152.199	2.615	26.5484	25.4627
1616587162.195	2.620	26.5477	25.4666
1616587172.200	2.615	26.5510	25.4609
1616587182.200	2.615	26.5529	25.4613
1616587192.200	2.615	26.5560	25.4678
1616587202.198	2.615	26.5685	25.4675
1616587212.195	2.620	26.5750	25.4672
1616587222.199	2.615	26.5732	25.4709
1616587232.194	2.620	26.5760	25.4709
1616587242.207	2.620	26.5797	25.4764
1616587252.195	2.620	26.5669	25.4745
1616587262.205	2.620	26.5650	25.4681
1616587272.197	2.621	26.5807	25.4633
1616587282.206	2.620	26.5813	25.4628
1616587292.196	2.621	26.5854	25.4572
1616587302.196	2.615	26.5728	25.4548
1616587312.195	2.621	26.5658	25.4573
1616587322.197	2.615	26.5638	25.4538
1616587332.195	2.620	26.5627	25.4546
1616587342.201	2.615	26.5546	25.4561
1616587352.199	2.615	26.5549	25.4545
1616587362.196	2.621	26.5512	25.4566
1616587372.197	2.615	26.5461	25.4624
1616587382.194	2.620	26.5424	25.4626
1616587392.194	2.620	26.5427	25.4577
1616587402.194	2.620	26.5364	25.4614
1616587412.194	2.620	26.5402	25.4638
1616587422.200	2.615	26.5485	25.4593
1616587432.199	2.615	26.5476	25.4614
1616587442.200	2.615	26.5412	25.4609
1616587452.198	2.615	26.5335	25.4590
1616587462.194	2.620	26.5402	25.4594
1616587472.200	2.615	26.5493	25.4615
1616587482.200	2.615	26.5553	25.4581
1616587492.199	2.615	26.5650	25.4605
1616587502.195	2.620	26.5828	25.4592
1616587512.205	2.620	26.5889	25.4601
1616587522.195	2.620	26.5870	25.4558
1616587532.199	2.615	26.5986	25.4577
1616587542.194	2.620	26.6047	25.4556
1616587552.200	2.615	26.6008	25.4605
1616587562.200	2.615	26.5890	25.4632
1616587572.199	2.615	26.5954	25.4628
1616587582.200	2.615	26.5931	25.4656
1616587592.200	2.616	26.5871	25.4654
1616587602.199	2.615	26.5869	25.4603
1616587612.200	2.615	26.5909	25.4623
1616587622.200	2.615	26.5877	25.4724
1616587632.201	2.615	26.5824	25.4724
1616587642.197	2.615	26.5779	25.4655
1616587652.195	2.620	26.5814	25.4657
1616587662.200	2.615	26.5828	25.4741
1616587672.200	2.615	26.5747	25.4672
1616587682.200	2.615	26.5790	25.4624
1616587692.200	2.615	26.5757	25.4577
1616587702.199	2.615	26.5896	25.4592
1616587712.194	2.620	26.6055	25.4576
1616587722.207	2.620	26.5955	25.4559
1616587732.195	2.620	26.5930	25.4578
1616587742.200	2.615	26.6031	25.4578
1616587752.198	2.615	26.5970	25.4595
1616587762.196	2.620	26.5887	25.4557
1616587772.200	2.615	26.5872	25.4594
1616587782.199	2.615	26.5862	25.4595
1616587792.200	2.615	26.5949	25.4585
1616587802.199	2.615	26.6086	25.4580
1616587812.200	2.615	26.5988	25.4562
1616587822.200	2.615	26.6035	25.4609
1616587832.206	2.620	26.5963	25.4599
1616587842.196	2.620	26.5939	25.4621
1616587852.198	2.615	26.5919	25.4599
1616587862.196	2.620	26.5825	25.4608
1616587872.198	2.615	26.5805	25.4600
1616587882.195	2.620	26.5769	25.4599
1616587892.199	2.615	26.5748	25.4621
1616587902.207	2.620	26.5833	25.4605
1616587912.195	2.620	26.5988	25.4631
1616587922.199	2.615	26.5806	25.4607
1616587932.199	2.615	26.5773	25.4599
1616587942.200	2.615	26.5802	25.4584
1616587952.200	2.615	26.5604	25.4585
1616587962.200	2.615	26.5479	25.4585
1616587972.199	2.615	26.5499	25.4587
1616587982.195	2.620	26.5578	25.4588
1616587992.199	2.615	26.5517	25.4589
1616588002.200	2.615	26.5410	25.4601
1616588012.199	2.615	26.5432	25.4607
1616588022.205	2.620	26.5562	25.4662
1616588032.195	2.620	26.5633	25.4665
1616588042.200	2.615	26.5732	25.4628
1616588052.199	2.615	26.5669	25.4624
1616588062.197	2.620	26.5634	25.4608
1616588072.199	2.615	26.5625	25.4616
1616588082.194	2.620	26.5685	25.4606
1616588092.201	2.615	26.5626	25.4599
1616588102.198	2.615	26.5650	25.4589
1616588112.195	2.620	26.5696	25.4574
1616588122.216	2.630	26.5776	25.4669
1616588132.198	2.615	26.5758	25.4659
1616588142.195	2.620	26.5720	25.4626
1616588152.198	2.615	26.5715	25.4601
1616588162.195	2.620	26.5683	25.4586
1616588172.194	2.620	26.5701	25.4588
1616588182.195	2.620	26.5677	25.4623
1616588192.200	2.615	26.5601	25.4580
1616588202.199	2.615	26.5486	25.4593
1616588212.206	2.620	26.5444	25.4596
1616588222.197	2.621	26.5458	25.4599
1616588232.196	2.615	26.5563	25.4595
1616588242.195	2.620	26.5530	25.4622
1616588252.199	2.615	26.5464	25.4703
1616588262.201	2.615	26.5586	25.4661
1616588272.199	2.615	26.5644	25.4611
1616588282.197	2.622	26.5641	25.4699
1616588292.196	2.615	26.5630	25.4683
1616588302.194	2.620	26.5651	25.4680
1616588312.206	2.620	26.5558	25.4647
1616588322.194	2.620	26.5524	25.4618
1616588332.207	2.622	26.5618	25.4598
1616588342.195	2.620	26.5545	25.4557
1616588352.198	2.615	26.5479	25.4547
1616588362.207	2.620	26.5469	25.4561
1616588372.195	2.620	26.5369	25.4674
1616588382.199	2.615	26.5313	25.4672
1616588392.200	2.615	26.5329	25.4749
1616588402.199	2.615	26.5392	25.4718
1616588412.195	2.620	26.5457	25.4665
1616588422.206	2.620	26.5448	25.4603
1616588432.195	2.620	26.5482	25.4577
1616588442.206	2.620	26.5449	25.4532
1616588452.193	2.620	26.5393	25.4507
1616588462.195	2.620	26.5449	25.4547
1616588472.199	2.615	26.5502	25.4553
1616588482.194	2.620	26.5546	25.4558
1616588492.206	2.620	26.5391	25.4580
1616588502.195	2.620	26.5326	25.4651
1616588512.206	2.620	26.5281	25.4724
1616588522.195	2.620	26.5230	25.4715
1616588532.198	2.615	26.5280	25.4662
1616588542.194	2.620	26.5250	25.4630
1616588552.194	2.620	26.5261	25.4610
1616588562.194	2.620	26.5380	25.4586
1616588572.200	2.615	26.5452	25.4649
1616588582.199	2.615	26.5384	25.4610
1616588592.195	2.620	26.5522	25.4544
1616588602.200	2.615	26.5568	25.4522
1616588612.199	2.615	26.5569	25.4530
1616588622.194	2.620	26.5492	25.4525
1616588632.206	2.620	26.5425	25.4546
1616588642.197	2.621	26.5437	25.4568
1616588652.198	2.616	26.5542	25.4644
1616588662.201	2.615	26.5550	25.4620
1616588672.200	2.615	26.5611	25.4578
1616588682.198	2.615	26.5598	25.4592
1616588692.196	2.620	26.5514	25.4593
1616588702.197	2.615	26.5498	25.4584
1616588712.195	2.620	26.5426	25.4562
1616588722.200	2.615	26.5426	25.4567
1616588732.199	2.615	26.5352	25.4580
1616588742.201	2.615	26.5312	25.4580
1616588752.199	2.615	26.5424	25.4635
1616588762.199	2.615	26.5576	25.4656
1616588772.200	2.615	26.5569	25.4668
1616588782.200	2.615	26.5456	25.4677
1616588792.198	2.615	26.5469	25.4693
1616588802.194	2.620	26.5575	25.4660
1616588812.200	2.615	26.5516	25.4637
1616588822.200	2.615	26.5461	25.4611
1616588832.199	2.615	26.5385	25.4583
1616588842.194	2.620	26.5511	25.4545
1616588852.195	2.620	26.5618	25.4514
1616588862.200	2.615	26.5683	25.4592
1616588872.200	2.615	26.5690	25.4615
1616588882.200	2.615	26.5557	25.4596
1616588892.199	2.615	26.5553	25.4600
1616588902.194	2.620	26.5453	25.4574
1616588912.206	2.620	26.5488	25.4581
1616588922.195	2.620	26.5474	25.4592
1616588932.200	2.615	26.5597	25.4567
1616588942.200	2.615	26.5704	25.4593
1616588952.199	2.615	26.5623	25.4619
1616588962.201	2.616	26.5691	25.4573
1616588972.198	2.615	26.5749	25.4580
1616588982.195	2.620	26.5755	25.4554
1616588992.206	2.620	26.5826	25.4575
1616589002.194	2.620	26.5860	25.4622
1616589012.195	2.620	26.5824	25.4695
1616589022.199	2.615	26.5699	25.4662
1616589032.194	2.620	26.5592	25.4657
1616589042.200	2.615	26.5590	25.4631
1616589052.199	2.615	26.5637	25.4630
1616589062.199	2.615	26.5713	25.4621
1616589072.195	2.620	26.5776	25.4627
1616589082.200	2.615	26.5724	25.4709
1616589092.199	2.615	26.5782	25.4691
1616589102.194	2.620	26.5833	25.4651
1616589112.194	2.620	26.5770	25.4623
1616589122.194	2.620	26.5749	25.4600
1616589132.194	2.620	26.5682	25.4610
1616589142.194	2.620	26.5681	25.4585
1616589152.195	2.620	26.5671	25.4552
1616589162.198	2.615	26.5575	25.4577
1616589172.207	2.620	26.5529	25.4584
1616589182.195	2.620	26.5584	25.4568
1616589192.205	2.620	26.5548	25.4659
1616589202.195	2.620	26.5482	25.4645
1616589212.199	2.615	26.5584	25.4583
1616589222.194	2.620	26.5744	25.4611
1616589232.207	2.620	26.5839	25.4597
1616589242.195	2.620	26.5793	25.4598
1616589252.199	2.615	26.5705	25.4572
1616589262.194	2.620	26.5549	25.4543
1616589272.199	2.615	26.5437	25.4621
1616589282.196	2.620	26.5612	25.4699
1616589292.197	2.615	26.5816	25.4658
1616589302.194	2.620	26.5786	25.4631
1616589312.206	2.620	26.5706	25.4603
1616589322.194	2.620	26.5600	25.4597
1616589332.195	2.620	26.5499	25.4605
1616589342.199	2.615	26.5591	25.4593
1616589352.194	2.620	26.5693	25.4581
1616589362.195	2.621	26.5775	25.4564
1616589372.198	2.615	26.5836	25.4668
1616589382.195	2.620	26.5805	25.4607
1616589392.198	2.615	26.5778	25.4584
1616589402.195	2.620	26.5665	25.4562
1616589412.198	2.615	26.5703	25.4585
1616589422.197	2.621	26.5849	25.4560
1616589432.197	2.615	26.5922	25.4530
1616589442.195	2.620	26.5985	25.4550
1616589452.205	2.620	26.6023	25.4591
1616589462.194	2.620	26.5946	25.4561
1616589472.194	2.620	26.5798	25.4560
1616589482.197	2.621	26.5614	25.4533
1616589492.215	2.630	26.5574	25.4565
1616589502.194	2.620	26.5593	25.4596
1616589512.201	2.615	26.5702	25.4608
1616589522.200	2.615	26.5746	25.4600
1616589532.200	2.615	26.5692	25.4673
1616589542.195	2.620	26.5623	25.4629
1616589552.201	2.615	26.5746	25.4612
1616589562.198	2.615	26.5760	25.4609
1616589572.195	2.620	26.5763	25.4632
1616589582.200	2.615	26.5908	25.4731
1616589592.198	2.615	26.5729	25.4697
1616589602.194	2.620	26.5673	25.4646
1616589612.206	2.620	26.5641	25.4618
1616589622.196	2.620	26.5603	25.4594
1616589632.197	2.615	26.5583	25.4559
1616589642.195	2.620	26.5660	25.4573
1616589652.200	2.615	26.5534	25.4560
1616589662.199	2.615	26.5454	25.4540
1616589672.194	2.620	26.5508	25.4551
1616589682.201	2.615	26.5513	25.4549
1616589692.197	2.615	26.5529	25.4625
1616589702.196	2.620	26.5456	25.4668
1616589712.199	2.615	26.5361	25.4654
1616589722.206	2.620	26.5291	25.4598
1616589732.195	2.620	26.5442	25.4577
1616589742.199	2.615	26.5593	25.4539
1616589752.200	2.615	26.5666	25.4603
1616589762.199	2.615	26.5756	25.4570
1616589772.200	2.615	26.5791	25.4505
1616589782.199	2.615	26.5819	25.4522
1616589792.200	2.615	26.5846	25.4524
1616589802.198	2.615	26.5766	25.4542
1616589812.195	2.620	26.5676	25.4534
1616589822.199	2.615	26.5630	25.4519
1616589832.207	2.620	26.5636	25.4511
1616589842.195	2.620	26.5647	25.4498
1616589852.200	2.615	26.5572	25.4486
1616589862.200	2.615	26.5514	25.4508
1616589872.200	2.615	26.5497	25.4533
1616589882.200	2.615	26.5454	25.4501
1616589892.198	2.615	26.5366	25.4542
1616589902.196	2.621	26.5334	25.4595
1616589912.199	2.616	26.5245	25.4583
1616589922.198	2.615	26.5242	25.4622
1616589932.197	2.621	26.5195	25.4586
1616589942.196	2.615	26.5233	25.4630
1616589952.195	2.620	26.5292	25.4674
1616589962.199	2.615	26.5455	25.4612
1616589972.194	2.620	26.5671	25.4612
1616589982.194	2.620	26.5717	25.4607
1616589992.200	2.615	26.5674	25.4596
1616590002.198	2.615	26.5671	25.4674
1616590012.194	2.620	26.5724	25.4681
1616590022.194	2.620	26.5783	25.4660
1616590032.200	2.615	26.5761	25.4613
1616590042.206	2.620	26.5763	25.4592
1616590052.195	2.620	26.5766	25.4619
1616590062.199	2.615	26.5811	25.4626
1616590072.195	2.620	26.5737	25.4617
1616590082.198	2.615	26.5687	25.4609
1616590092.194	2.620	26.5630	25.4603
1616590102.200	2.615	26.5659	25.4602
1616590112.206	2.620	26.5637	25.4556
1616590122.196	2.620	26.5699	25.4519
1616590132.198	2.615	26.5716	25.4502
1616590142.196	2.620	26.5671	25.4500
1616590152.198	2.615	26.5631	25.4593
1616590162.195	2.620	26.5589	25.4570
1616590172.199	2.615	26.5453	25.4576
1616590182.199	2.615	26.5417	25.4568
1616590192.194	2.620	26.5453	25.4555
1616590202.200	2.615	26.5477	25.4540
1616590212.198	2.615	26.5581	25.4563
1616590222.206	2.620	26.5565	25.4558
1616590232.195	2.620	26.5380	25.4556
1616590242.198	2.615	26.5301	25.4564
1616590252.195	2.620	26.5393	25.4613
1616590262.194	2.620	26.5424	25.4618
1616590272.198	2.615	26.5515	25.4608
1616590282.195	2.620	26.5540	25.4625
1616590292.199	2.615	26.5414	25.4607
1616590302.200	2.615	26.5416	25.4584
1616590312.199	2.615	26.5528	25.4571
1616590322.206	2.622	26.5717	25.4584
1616590332.195	2.620	26.5756	25.4567
1616590342.199	2.615	26.5720	25.4641
1616590352.198	2.615	26.5545	25.4597
1616590362.196	2.621	26.5538	25.4559
1616590372.197	2.615	26.5577	25.4645
1616590382.194	2.620	26.5579	25.4642
1616590392.200	2.615	26.5642	25.4604
1616590402.206	2.621	26.5639	25.4601
1616590412.194	2.620	26.5587	25.4630
1616590422.200	2.615	26.5589	25.4651
1616590432.200	2.615	26.5607	25.4667
1616590442.198	2.615	26.5532	25.4653
1616590452.200	2.615	26.5518	25.4620
1616590462.200	2.616	26.5388	25.4574
1616590472.197	2.615	26.5397	25.4571
1616590482.195	2.620	26.5261	25.4556
1616590492.199	2.615	26.5229	25.4538
1616590502.199	2.615	26.5315	25.4525
1616590512.200	2.615	26.5330	25.4549
1616590522.200	2.615	26.5311	25.4557
1616590532.200	2.615	26.5470	25.4583
1616590542.198	2.615	26.5567	25.4550
1616590552.194	2.620	26.5570	25.4582
1616590562.200	2.615	26.5686	25.4606
1616590572.201	2.615	26.5798	25.4589
1616590582.199	2.615	26.5760	25.4577
1616590592.195	2.621	26.5788	25.4541
1616590602.198	2.615	26.5759	25.4546
1616590612.199	2.615	26.5715	25.4562
1616590622.195	2.620	26.5674	25.4528
1616590632.198	2.615	26.5715	25.4629
1616590642.195	2.620	26.5818	25.4697
1616590652.199	2.615	26.5787	25.4679
1616590662.200	2.615	26.5760	25.4641
1616590672.199	2.615	26.5677	25.4675
1616590682.196	2.621	26.5495	25.4644
1616590692.198	2.615	26.5356	25.4584
1616590702.194	2.620	26.5369	25.4563
1616590712.206	2.620	26.5445	25.4549
1616590722.195	2.620	26.5435	25.4512
1616590732.199	2.615	26.5443	25.4467
1616590742.207	2.620	26.5568	25.4493
1616590752.194	2.620	26.5655	25.4492
1616590762.195	2.620	26.5481	25.4567
1616590772.200	2.615	26.5417	25.4577
1616590782.199	2.615	26.5435	25.4541
1616590792.194	2.620	26.5558	25.4530
1616590802.195	2.620	26.5720	25.4497
1616590812.198	2.615	26.5711	25.4604
1616590822.200	2.616	26.5690	25.4577
1616590832.198	2.615	26.5743	25.4542
1616590842.195	2.620	26.5750	25.4522
1616590852.197	2.615	26.5704	25.4523
1616590862.196	2.620	26.5580	25.4587
1616590872.199	2.615	26.5591	25.4636
1616590882.195	2.620	26.5557	25.4655
1616590892.199	2.615	26.5553	25.4600
1616590902.206	2.620	26.5536	25.4555
1616590912.196	2.621	26.5545	25.4547
1616590922.197	2.615	26.5437	25.4541
1616590932.194	2.620	26.5359	25.4511
1616590942.195	2.620	26.5466	25.4541
1616590952.199	2.615	26.5534	25.4575
1616590962.200	2.615	26.5534	25.4586
1616590972.200	2.615	26.5552	25.4594
1616590982.206	2.620	26.5595	25.4544
1616590992.194	2.620	26.5507	25.4593
1616591002.194	2.620	26.5508	25.4700
1616591012.209	2.622	26.5469	25.4683
1616591022.196	2.621	26.5610	25.4597
1616591032.197	2.615	26.5614	25.4546
1616591042.195	2.620	26.5585	25.4609
1616591052.195	2.620	26.5613	25.4649
1616591062.200	2.615	26.5738	25.4600
1616591072.199	2.615	26.5739	25.4551
1616591082.199	2.615	26.5771	25.4540
1616591092.200	2.615	26.5670	25.4533
1616591102.200	2.615	26.5651	25.4516
1616591112.198	2.615	26.5714	25.4528
1616591122.195	2.620	26.5695	25.4537
1616591132.194	2.620	26.5779	25.4526
1616591142.207	2.620	26.5789	25.4552
1616591152.194	2.620	26.5770	25.4537
1616591162.195	2.620	26.5735	25.4585
1616591172.201	2.615	26.5756	25.4569
1616591182.198	2.615	26.5710	25.4540
1616591192.195	2.620	26.5653	25.4570
1616591202.200	2.615	26.5663	25.4569
1616591212.200	2.615	26.5776	25.4616
1616591222.199	2.615	26.5839	25.4618
1616591232.206	2.620	26.5846	25.4580
1616591242.195	2.620	26.5896	25.4534
1616591252.199	2.615	26.6007	25.4538
1616591262.195	2.620	26.5959	25.4567
1616591272.199	2.615	26.5899	25.4559
1616591282.194	2.620	26.5842	25.4512
1616591292.200	2.615	26.5861	25.4504
1616591302.200	2.615	26.5854	25.4588
1616591312.199	2.615	26.5781	25.4644
1616591322.206	2.620	26.5750	25.4621
1616591332.196	2.620	26.5735	25.4616
1616591342.197	2.615	26.5889	25.4591
1616591352.195	2.620	26.6031	25.4599
1616591362.198	2.615	26.5961	25.4556
1616591372.195	2.620	26.5912	25.4567
1616591382.198	2.615	26.5944	25.4592
1616591392.194	2.620	26.5871	25.4563
1616591402.194	2.620	26.5744	25.4627
1616591412.199	2.615	26.5556	25.4648
1616591422.200	2.615	26.5518	25.4613
1616591432.199	2.615	26.5663	25.4585
1616591442.195	2.621	26.5764	25.4565
1616591452.198	2.615	26.5715	25.4543
1616591462.195	2.620	26.5783	25.4603
1616591472.200	2.615	26.5958	25.4609
1616591482.206	2.620	26.5972	25.4666
1616591492.195	2.620	26.5975	25.4640
1616591502.199	2.615	26.5960	25.4600
1616591512.200	2.615	26.5800	25.4564
1616591522.199	2.615	26.5564	25.4568
1616591532.194	2.620	26.5600	25.4637
1616591542.200	2.615	26.5518	25.4668
1616591552.206	2.620	26.5464	25.4624
1616591562.195	2.620	26.5521	25.4672
1616591572.198	2.615	26.5547	25.4669
1616591582.194	2.620	26.5551	25.4616
1616591592.207	2.620	26.5571	25.4597
1616591602.196	2.620	26.5566	25.4550
1616591612.198	2.615	26.5624	25.4593
1616591622.199	2.623	26.5526	25.4625
1616591632.197	2.621	26.5400	25.4590
1616591642.205	2.620	26.5464	25.4542
1616591652.196	2.621	26.5479	25.4556
1616591662.198	2.615	26.5475	25.4561
1616591672.195	2.620	26.5479	25.4546
1616591682.199	2.615	26.5650	25.4496
1616591692.200	2.615	26.5664	25.4513
1616591702.199	2.615	26.5651	25.4484
1616591712.200	2.615	26.5805	25.4452
1616591722.199	2.615	26.5810	25.4461
1616591732.194	2.620	26.5767	25.4467
1616591742.199	2.615	26.5736	25.4506
1616591752.196	2.622	26.5612	25.4517
1616591762.198	2.616	26.5497	25.4505
1616591772.194	2.620	26.5612	25.4523
1616591782.196	2.620	26.5675	25.4549
1616591792.197	2.615	26.5498	25.4530
1616591802.195	2.620	26.5435	25.4528
1616591812.201	2.615	26.5473	25.4489
1616591822.198	2.616	26.5456	25.4537
1616591832.195	2.620	26.5390	25.4543
1616591842.200	2.615	26.5310	25.4573
1616591852.200	2.615	26.5359	25.4556
1616591862.199	2.616	26.5412	25.4517
1616591872.200	2.615	26.5388	25.4530
1616591882.198	2.615	26.5415	25.4512
1616591892.208	2.621	26.5451	25.4527
1616591902.194	2.620	26.5503	25.4539
1616591912.206	2.620	26.5365	25.4529
1616591922.194	2.619	26.5188	25.4497
1616591932.209	2.622	26.5112	25.4529
1616591942.208	2.622	26.5038	25.4527
1616591952.209	2.625	26.5077	25.4511
1616591962.218	2.631	26.5121	25.4503
1616591972.209	2.627	26.5207	25.4518
1616591982.211	2.627	26.5322	25.4537
1616591992.194	2.620	26.5364	25.4563
1616592002.197	2.621	26.5501	25.4542
1616592012.207	2.623	26.5456	25.4569
1616592022.210	2.625	26.5384	25.4529
1616592032.208	2.625	26.5524	25.4529
1616592042.210	2.622	26.5627	25.4524
1616592052.209	2.621	26.5780	25.4556
1616592062.211	2.627	26.5938	25.4612
1616592072.198	2.621	26.5867	25.4599
1616592082.212	2.627	26.5729	25.4554
1616592092.199	2.623	26.5827	25.4567
1616592102.204	2.628	26.5959	25.4539
1616592112.208	2.624	26.6038	25.4534
1616592122.209	2.625	26.6020	25.4549
1616592132.207	2.622	26.6033	25.4532
1616592142.198	2.622	26.5915	25.4542
1616592152.209	2.627	26.5832	25.4528
1616592162.209	2.627	26.5746	25.4553
1616592172.207	2.626	26.5899	25.4562
1616592182.208	2.626	26.6017	25.4585
1616592192.210	2.627	26.5855	25.4544
1616592202.195	2.620	26.5869	25.4551
1616592212.210	2.625	26.5829	25.4550
1616592222.211	2.628	26.5726	25.4574
1616592232.197	2.620	26.5773	25.4556
1616592242.211	2.626	26.5718	25.4580
1616592252.207	2.624	26.5715	25.4643
1616592262.208	2.624	26.5613	25.4678
1616592272.208	2.625	26.5617	25.4623
1616592282.201	2.620	26.5717	25.4581
1616592292.197	2.622	26.5808	25.4568
1616592302.209	2.626	26.5851	25.4578
1616592312.201	2.619	26.5828	25.4527
1616592322.210	2.628	26.5659	25.4611
1616592332.202	2.626	26.5575	25.4654
1616592342.208	2.622	26.5533	25.4625
1616592352.211	2.626	26.5451	25.4635
1616592362.207	2.625	26.5461	25.4650
1616592372.208	2.626	26.5500	25.4594
1616592382.210	2.626	26.5633	25.4528
1616592392.201	2.620	26.5754	25.4546
1616592402.208	2.626	26.5799	25.4540
1616592412.208	2.624	26.5825	25.4505
1616592422.202	2.620	26.5789	25.4543
1616592432.210	2.626	26.5651	25.4601
1616592442.209	2.626	26.5678	25.4636
1616592452.208	2.627	26.5789	25.4585
1616592462.206	2.625	26.5879	25.4559
1616592472.200	2.619	26.6059	25.4525
1616592482.210	2.625	26.6016	25.4568
1616592492.198	2.618	26.6024	25.4592
1616592502.211	2.625	26.5920	25.4543
1616592512.203	2.620	26.5950	25.4524
1616592522.195	2.620	26.6137	25.4490
1616592532.199	2.615	26.6234	25.4513
1616592542.209	2.625	26.6120	25.4495
1616592552.209	2.627	26.6078	25.4535
1616592562.210	2.628	26.5974	25.4550
1616592572.202	2.620	26.6065	25.4507
1616592582.196	2.620	26.6070	25.4470
1616592592.209	2.625	26.5985	25.4490
1616592602.211	2.624	26.5907	25.4516
1616592612.210	2.626	26.5882	25.4515
1616592622.197	2.622	26.5977	25.4481
1616592632.206	2.621	26.6012	25.4578
1616592642.202	2.626	26.6075	25.4611
1616592652.193	2.617	26.6074	25.4600
1616592662.194	2.619	26.6054	25.4645
1616592672.210	2.625	26.6003	25.4649
1616592682.209	2.624	26.5904	25.4662
1616592692.209	2.624	26.5976	25.4630
1616592702.211	2.624	26.5968	25.4610
1616592712.206	2.623	26.5840	25.4546
1616592722.211	2.624	26.5773	25.4516
1616592732.201	2.617	26.5671	25.4460
1616592742.198	2.617	26.5676	25.4486
1616592752.209	2.622	26.5735	25.4493
1616592762.208	2.624	26.5783	25.4534
